onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.959	.403	13	4	1.415	func/u002.bmp
7.290	.859	.554	5	7	1.028	func/f011.bmp
10.447	.958	.430	5	4	1.132	func/f009.bmp
13.755	.804	.584	6	4	.959	func/f009.bmp
16.862	.977	.531	5	7	1.174	func/f012.bmp
20.102	.910	.491	6	4	.733	func/f012.bmp
23.376	.939	.585	5	7	1.048	func/f005.bmp
26.617	.981	.523	5	4	1.725	func/f015.bmp
29.857	.956	.492	6	n/a	0	func/f015.bmp
33.148	.997	.566	15	7	1.382	func/u002.bmp
35.887	20.000	20.000	999	20000	20.000	func/i999.bmp
56.500	.896	.577	17	4	1.284	func/s013.bmp
59.673	.997	.515	7	7	.902	func/f011.bmp
62.947	.851	.507	17	7	1.081	func/s001.bmp
66.054	.816	.500	18	4	1.242	func/s001.bmp
69.044	.947	.405	17	4	1.988	func/s005.bmp
72.251	.957	.494	17	7	1.153	func/s008.bmp
75.508	.891	.525	7	7	1.451	func/f005.bmp
78.632	.819	.460	17	4	1.858	func/s009.bmp
81.789	.926	.575	18	7	1.611	func/s009.bmp
84.996	.981	.505	5	7	1.941	func/f016.bmp
88.237	.858	.486	19	4	1.778	func/s013.bmp
91.410	.934	.536	13	7	.776	func/u004.bmp
94.551	.895	.446	14	4	1.865	func/u004.bmp
97.674	.875	.459	17	n/a	0	func/s011.bmp
100.915	.974	.590	18	7	1.181	func/s011.bmp
104.122	.838	.455	19	7	1.329	func/s005.bmp
107.229	.963	.494	5	4	1.146	func/f003.bmp
110.553	.863	.600	6	4	1.001	func/f003.bmp
113.777	.823	.593	19	4	1.187	func/s008.bmp
116.349	20.000	20.000	999	20000	20.000	func/i999.bmp
136.795	.859	.416	5	7	.794	func/f013.bmp
139.901	.928	.483	17	4	1.239	func/s014.bmp
143.108	.999	.501	18	4	1.465	func/s014.bmp
146.383	.834	.517	7	7	.981	func/f016.bmp
149.539	.874	.560	17	4	1.145	func/s016.bmp
152.780	.992	.592	13	4	1.421	func/u001.bmp
156.121	.925	.575	14	4	2.017	func/u001.bmp
159.378	.973	.558	13	7	1.222	func/u016.bmp
162.685	.888	.564	14	7	1.075	func/u016.bmp
165.842	.817	.496	5	7	1.428	func/f002.bmp
168.932	.930	.502	6	7	.982	func/f002.bmp
172.089	.907	.460	7	7	.846	func/f013.bmp
175.347	.946	.568	17	7	.905	func/s003.bmp
178.587	.875	.528	18	n/a	0	func/s003.bmp
181.744	.855	.512	13	4	1.196	func/u010.bmp
184.818	.818	.446	19	7	1.099	func/s016.bmp
187.958	.941	.567	13	4	.969	func/u009.bmp
191.098	.872	.427	5	7	.990	func/f004.bmp
193.721	20.000	20.000	999	20000	20.000	func/i999.bmp
214.266	.844	.510	13	4	2.091	func/u012.bmp
217.323	.981	.446	14	4	1.950	func/u012.bmp
220.514	.809	.436	5	7	1.205	func/f006.bmp
223.520	.857	.426	13	4	1.229	func/u011.bmp
226.727	.826	.576	15	4	1.098	func/u010.bmp
229.784	.924	.460	13	7	1.565	func/u013.bmp
233.041	.965	.496	14	4	1.215	func/u013.bmp
236.248	.854	.479	15	4	.933	func/u009.bmp
239.439	.845	.554	5	7	.894	func/f007.bmp
242.512	.916	.455	6	7	.916	func/f007.bmp
245.786	.852	.597	7	4	.978	func/f004.bmp
248.993	.804	.595	13	7	.766	func/u014.bmp
252.034	.964	.463	13	4	1.002	func/u015.bmp
255.191	.830	.432	7	7	.999	func/f006.bmp
258.214	.861	.432	17	4	1.541	func/s015.bmp
261.254	.882	.413	18	4	1.476	func/s015.bmp
264.361	.930	.455	15	4	1.707	func/u011.bmp
267.518	.938	.463	5	n/a	0	func/f008.bmp
270.775	.979	.550	6	n/a	0	func/f008.bmp
273.498	20.000	20.000	999	20000	20.000	func/i999.bmp
294.094	.856	.558	17	4	.802	func/s006.bmp
297.267	.903	.537	18	4	1.039	func/s006.bmp
300.491	.944	.558	17	4	.923	func/s012.bmp
303.615	.812	.403	18	4	1.555	func/s012.bmp
306.738	.994	.544	15	n/a	0	func/u014.bmp
309.945	.987	.442	5	7	1.194	func/f014.bmp
313.169	.880	.466	6	7	1.244	func/f014.bmp
316.293	.878	.472	15	4	1.317	func/u015.bmp
319.350	.825	.415	13	4	1.350	func/u008.bmp
322.490	.929	.538	13	4	1.090	func/u005.bmp
325.680	.885	.494	13	4	1.165	func/u006.bmp
328.787	.822	.454	17	4	1.039	func/s010.bmp
331.794	.933	.410	18	n/a	0	func/s010.bmp
335.068	.945	.581	17	4	.880	func/s007.bmp
338.342	.925	.553	17	4	.952	func/s004.bmp
341.515	.871	.470	18	4	1.406	func/s004.bmp
344.756	.826	.597	15	n/a	0	func/u008.bmp
347.846	.951	.488	5	n/a	0	func/f010.bmp
351.137	.821	.577	6	4	2.276	func/f010.bmp
354.210	.819	.483	15	4	.989	func/u005.bmp
356.766	20.000	20.000	999	20000	20.000	func/i999.bmp
377.345	.838	.537	13	4	1.877	func/u007.bmp
380.502	.922	.548	15	4	1.049	func/u006.bmp
383.625	.880	.429	13	4	.932	func/u003.bmp
386.849	.910	.583	5	4	1.245	func/f001.bmp
390.040	.974	.506	19	n/a	0	func/s007.bmp
393.230	.997	.450	17	4	1.277	func/s002.bmp
396.036	.012	0	999	0	0	func/Circle.bmp
