onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.850	.467	5	7	1.335	func/f075.bmp
7.207	.879	.589	6	7	.546	func/f075.bmp
10.464	.983	.511	13	4	.852	func/u067.bmp
13.704	.811	.489	5	7	1.228	func/f070.bmp
16.778	.994	.493	6	4	.925	func/f070.bmp
20.002	.851	.453	17	4	1.496	func/s073.bmp
23.075	.941	.465	5	4	1.135	func/f067.bmp
26.199	.818	.403	13	7	1.395	func/u068.bmp
29.206	.944	.420	14	7	.789	func/u068.bmp
31.895	20.000	20.000	999	20000	20.000	func/i999.bmp
52.524	.979	.585	17	4	1.313	func/s074.bmp
55.698	.911	.423	15	4	.973	func/u067.bmp
58.855	.841	.475	5	7	1.234	func/f073.bmp
61.878	.830	.408	13	7	.968	func/u075.bmp
64.918	.848	.449	14	7	.571	func/u075.bmp
67.975	.893	.438	19	7	1.625	func/s073.bmp
71.065	.817	.422	17	7	1.179	func/s077.bmp
74.105	.817	.466	18	7	.983	func/s077.bmp
77.095	.853	.412	7	4	.885	func/f067.bmp
80.286	.962	.562	13	7	1.062	func/u071.bmp
83.543	.921	.531	14	7	.853	func/u071.bmp
86.733	.905	.495	13	4	2.193	func/u077.bmp
89.890	.855	.471	14	4	.807	func/u077.bmp
93.030	.892	.506	19	7	1.119	func/s074.bmp
96.171	.949	.481	17	4	.821	func/s080.bmp
99.361	.871	.477	18	4	.959	func/s080.bmp
102.602	.841	.587	7	7	1.074	func/f073.bmp
105.658	.880	.444	13	7	1.106	func/u065.bmp
108.715	.827	.405	13	7	1.329	func/u072.bmp
111.755	.857	.436	13	4	.978	func/u081.bmp
114.361	20.000	20.000	999	20000	20.000	func/i999.bmp
134.907	.998	.513	5	7	1.670	func/f065.bmp
138.114	.994	.439	6	7	.896	func/f065.bmp
141.371	.972	.493	5	7	1.904	func/f066.bmp
144.645	.905	.531	17	7	1.306	func/s065.bmp
147.902	.839	.571	18	7	1.128	func/s065.bmp
151.009	.853	.485	15	7	1.096	func/u065.bmp
154.133	.825	.499	13	7	1.203	func/u069.bmp
157.273	.868	.548	15	7	1.772	func/u072.bmp
160.497	.895	.596	13	7	1.255	func/u080.bmp
163.637	.871	.480	14	4	1.293	func/u080.bmp
166.827	.972	.546	15	4	1.019	func/u081.bmp
170.101	.907	.527	17	4	1.284	func/s067.bmp
173.342	.976	.567	18	4	.847	func/s067.bmp
176.499	.810	.402	5	n/a	0	func/f077.bmp
179.623	.929	.546	6	4	1.317	func/f077.bmp
182.813	.856	.498	7	7	.779	func/f066.bmp
185.987	.876	.542	17	n/a	0	func/s081.bmp
189.177	.822	.544	17	7	1.279	func/s072.bmp
192.234	.925	.461	15	4	1.812	func/u069.bmp
194.906	20.000	20.000	999	20000	20.000	func/i999.bmp
215.485	.925	.537	17	7	.855	func/s075.bmp
218.626	.945	.439	17	7	.565	func/s078.bmp
221.833	.871	.492	5	4	.880	func/f079.bmp
225.057	.866	.584	6	4	.756	func/f079.bmp
228.113	.930	.432	5	7	1.318	func/f078.bmp
231.304	.929	.449	19	7	1.753	func/s081.bmp
234.561	.986	.566	5	7	1.112	func/f071.bmp
237.718	.930	.415	19	7	1.172	func/s072.bmp
240.875	.985	.458	17	7	.856	func/s070.bmp
244.032	.986	.408	18	7	.854	func/s070.bmp
247.373	.904	.585	19	7	.725	func/s075.bmp
250.463	.853	.413	13	4	1.108	func/u066.bmp
253.553	.899	.451	14	4	.672	func/u066.bmp
256.810	.801	.589	19	7	.987	func/s078.bmp
259.884	.989	.507	17	7	1.129	func/s066.bmp
263.225	.865	.581	18	7	1.154	func/s066.bmp
266.365	.941	.504	5	4	1.372	func/f069.bmp
269.539	.920	.453	7	4	.976	func/f078.bmp
272.195	20.000	20.000	999	20000	20.000	func/i999.bmp
292.757	.844	.527	13	4	1.026	func/u074.bmp
295.914	.861	.540	7	7	1.507	func/f071.bmp
299.088	.900	.544	13	4	.891	func/u073.bmp
302.261	.816	.513	14	4	.855	func/u073.bmp
305.435	.960	.600	5	7	.722	func/f074.bmp
308.726	.818	.553	6	7	.790	func/f074.bmp
311.716	.848	.403	17	7	1.062	func/s071.bmp
314.772	.991	.444	17	7	1.115	func/s069.bmp
318.063	.895	.528	7	7	1.364	func/f069.bmp
321.304	.937	.577	17	7	.897	func/s068.bmp
324.544	.878	.531	18	7	.589	func/s068.bmp
327.684	.840	.495	15	4	.789	func/u074.bmp
330.775	.955	.476	17	4	.926	func/s079.bmp
334.065	.877	.554	5	4	1.373	func/f068.bmp
337.222	.890	.504	6	4	.873	func/f068.bmp
340.362	.938	.472	5	7	1.433	func/f081.bmp
343.503	.841	.434	19	7	1.171	func/s071.bmp
346.593	.968	.476	13	7	.917	func/u079.bmp
349.900	.872	.578	19	7	.885	func/s069.bmp
352.957	.949	.408	13	7	.693	func/u070.bmp
355.646	20.000	20.000	999	20000	20.000	func/i999.bmp
376.192	.812	.511	5	7	1.342	func/f072.bmp
379.282	.981	.512	6	7	1.803	func/f072.bmp
382.523	.815	.494	19	4	1.199	func/s079.bmp
385.513	.870	.411	13	4	.946	func/u078.bmp
388.553	.922	.407	14	4	.852	func/u078.bmp
391.760	.965	.508	5	4	1.142	func/f080.bmp
394.917	.858	.422	6	4	.734	func/f080.bmp
398.125	.882	.585	7	7	1.638	func/f081.bmp
400.780	.012	0	999	0	0	func/Circle.bmp
