response_time	button_press	stim_file
2440	3	MEG/f120.bmp
1492	1	MEG/u007.bmp
1401	1	MEG/u107.bmp
745	1	MEG/u117.bmp
629	1	MEG/u125.bmp
1638	2	MEG/u140.bmp
803	1	MEG/f128.bmp
1356	2	MEG/f015.bmp
1062	3	MEG/f108.bmp
1709	2	MEG/f140.bmp
760	1	MEG/u026.bmp
667	1	MEG/u021.bmp
2010	3	MEG/f059.bmp
865	2	MEG/u066.bmp
1048	3	MEG/f039.bmp
927	3	MEG/f038.bmp
1307	3	MEG/f023.bmp
631	3	MEG/f004.bmp
2336	2	MEG/f122.bmp
817	1	MEG/u110.bmp
834	3	MEG/f002.bmp
1009	1	MEG/u081.bmp
762	3	MEG/f064.bmp
1189	1	MEG/u142.bmp
966	3	MEG/f009.bmp
863	3	MEG/f001.bmp
1014	1	MEG/u071.bmp
1398	3	MEG/f027.bmp
1247	1	MEG/u084.bmp
990	3	MEG/f118.bmp
2095	2	MEG/f045.bmp
2770	2	MEG/u041.bmp
960	1	MEG/u068.bmp
763	1	MEG/u114.bmp
814	1	MEG/u028.bmp
1039	2	MEG/f071.bmp
926	1	MEG/u029.bmp
803	3	MEG/f050.bmp
964	3	MEG/u126.bmp
990	1	MEG/u097.bmp
712	1	MEG/u103.bmp
1077	3	MEG/f109.bmp
787	1	MEG/u136.bmp
708	1	MEG/f135.bmp
1049	3	MEG/f017.bmp
2600	2	MEG/f068.bmp
1277	2	MEG/f036.bmp
1475	2	MEG/u040.bmp
1672	2	MEG/u090.bmp
948	1	MEG/u124.bmp
832	3	MEG/f058.bmp
1360	3	MEG/f020.bmp
1570	2	MEG/f112.bmp
1363	1	MEG/u074.bmp
861	3	MEG/f150.bmp
1284	3	MEG/u001.bmp
817	3	MEG/f030.bmp
866	3	MEG/f134.bmp
2337	1	MEG/u019.bmp
746	3	MEG/f136.bmp
2614	1	MEG/u055.bmp
843	3	MEG/f025.bmp
1626	1	MEG/u096.bmp
969	1	MEG/u106.bmp
1124	1	MEG/u069.bmp
847	1	MEG/u015.bmp
695	1	MEG/u082.bmp
636	1	MEG/f073.bmp
636	1	MEG/u032.bmp
812	3	MEG/f063.bmp
621	3	MEG/f044.bmp
566	3	MEG/f056.bmp
1122	3	MEG/f101.bmp
1901	2	MEG/u004.bmp
1377	1	MEG/u038.bmp
2082	1	MEG/u048.bmp
725	3	MEG/f041.bmp
1802	2	MEG/f149.bmp
777	1	MEG/u050.bmp
748	1	MEG/u014.bmp
968	3	MEG/u033.bmp
698	3	MEG/f006.bmp
600	3	MEG/f088.bmp
658	3	MEG/f067.bmp
578	3	MEG/f070.bmp
629	3	MEG/f066.bmp
3445	1	MEG/u020.bmp
703	3	MEG/f083.bmp
764	1	MEG/u044.bmp
696	3	MEG/f069.bmp
1046	1	MEG/u012.bmp
940	1	MEG/u118.bmp
703	3	MEG/f119.bmp
700	1	MEG/f100.bmp
1202	1	MEG/u043.bmp
619	3	MEG/f115.bmp
844	1	MEG/u087.bmp
772	1	MEG/f095.bmp
1174	3	MEG/f127.bmp
2400	2	MEG/u024.bmp
982	3	MEG/f111.bmp
1496	2	MEG/u035.bmp
1044	1	MEG/u100.bmp
1691	1	MEG/u101.bmp
999	1	MEG/f028.bmp
776	1	MEG/u089.bmp
843	1	MEG/u150.bmp
690	1	MEG/u147.bmp
720	3	MEG/f013.bmp
757	3	MEG/f049.bmp
712	1	MEG/u146.bmp
1301	1	MEG/u088.bmp
850	3	MEG/f010.bmp
969	1	MEG/u121.bmp
1204	1	MEG/u058.bmp
1844	1	MEG/u042.bmp
2025	2	MEG/u027.bmp
774	1	MEG/u056.bmp
921	1	MEG/u123.bmp
549	1	MEG/u139.bmp
649	1	MEG/u120.bmp
617	1	MEG/u075.bmp
819	1	MEG/u099.bmp
659	1	MEG/u067.bmp
546	1	MEG/u022.bmp
575	1	MEG/f097.bmp
1898	2	MEG/u052.bmp
1173	3	MEG/f138.bmp
1398	2	MEG/u060.bmp
1167	3	MEG/f003.bmp
1441	2	MEG/f126.bmp
903	1	MEG/u102.bmp
964	1	MEG/u132.bmp
2031	2	MEG/f024.bmp
1029	3	MEG/f060.bmp
636	3	MEG/f096.bmp
621	3	MEG/f137.bmp
1549	1	MEG/u080.bmp
695	3	MEG/f147.bmp
645	3	MEG/f052.bmp
2284	1	MEG/u006.bmp
856	1	MEG/u091.bmp
1646	3	MEG/f005.bmp
884	3	MEG/f139.bmp
796	3	MEG/f051.bmp
2406	2	MEG/u076.bmp
1979	2	MEG/u130.bmp
1475	2	MEG/f091.bmp
1240	1	MEG/u122.bmp
919	3	MEG/f054.bmp
2124	3	MEG/f079.bmp
709	3	MEG/f042.bmp
2282	1	MEG/u085.bmp
765	1	MEG/u023.bmp
1593	1	MEG/u011.bmp
880	1	MEG/f087.bmp
775	1	MEG/u025.bmp
1009	1	MEG/u092.bmp
882	1	MEG/u145.bmp
1080	3	MEG/f077.bmp
814	1	MEG/f093.bmp
839	1	MEG/u018.bmp
1237	3	MEG/f007.bmp
1028	3	MEG/f085.bmp
596	3	MEG/f046.bmp
622	3	MEG/f018.bmp
1159	1	MEG/u036.bmp
769	1	MEG/u119.bmp
1148	1	MEG/f116.bmp
1439	2	MEG/u053.bmp
1213	2	MEG/u095.bmp
1365	2	MEG/u108.bmp
823	1	MEG/u137.bmp
919	3	MEG/f075.bmp
579	3	MEG/f034.bmp
542	3	MEG/f053.bmp
795	3	MEG/u111.bmp
836	1	MEG/u005.bmp
812	1	MEG/u046.bmp
1013	1	MEG/u039.bmp
742	3	MEG/f012.bmp
977	1	MEG/u063.bmp
723	3	MEG/f055.bmp
904	1	MEG/u148.bmp
717	3	MEG/f146.bmp
722	1	MEG/u138.bmp
719	1	MEG/u008.bmp
700	1	MEG/f094.bmp
1201	3	MEG/f065.bmp
1578	3	MEG/f142.bmp
898	1	MEG/u061.bmp
760	1	MEG/f016.bmp
851	3	MEG/f148.bmp
731	1	MEG/u054.bmp
815	1	MEG/u062.bmp
824	3	MEG/f084.bmp
1024	1	MEG/u064.bmp
952	3	MEG/f106.bmp
771	1	MEG/u078.bmp
678	1	MEG/f080.bmp
668	1	MEG/u128.bmp
868	1	MEG/u002.bmp
1826	1	MEG/u016.bmp
1073	3	MEG/f090.bmp
2830	2	MEG/f145.bmp
1322	2	MEG/u127.bmp
685	1	MEG/u083.bmp
852	3	MEG/f113.bmp
940	1	MEG/f132.bmp
663	1	MEG/u017.bmp
766	1	MEG/u134.bmp
978	1	MEG/f031.bmp
1036	3	MEG/f107.bmp
1267	3	MEG/u070.bmp
641	1	MEG/u031.bmp
625	3	MEG/f129.bmp
553	3	MEG/f047.bmp
789	1	MEG/u010.bmp
663	1	MEG/u065.bmp
1102	1	MEG/u094.bmp
971	3	MEG/f014.bmp
853	3	MEG/f089.bmp
804	1	MEG/f130.bmp
1293	1	MEG/u034.bmp
674	1	MEG/u112.bmp
1328	3	MEG/f037.bmp
540	3	MEG/f033.bmp
904	3	MEG/f123.bmp
797	1	MEG/u077.bmp
1695	3	MEG/f092.bmp
650	3	MEG/f078.bmp
746	1	MEG/u009.bmp
862	1	MEG/u079.bmp
749	1	MEG/u030.bmp
993	1	MEG/u131.bmp
682	3	MEG/f110.bmp
1881	1	MEG/u047.bmp
765	3	MEG/f048.bmp
1207	3	MEG/f102.bmp
751	1	MEG/u141.bmp
1307	2	MEG/u045.bmp
631	3	MEG/f040.bmp
728	3	MEG/f081.bmp
700	3	MEG/f035.bmp
602	3	MEG/f131.bmp
892	1	MEG/u143.bmp
737	1	MEG/u113.bmp
701	1	MEG/u003.bmp
987	3	MEG/f008.bmp
1308	3	MEG/f011.bmp
552	3	MEG/f026.bmp
556	3	MEG/f121.bmp
847	1	MEG/u072.bmp
1047	1	MEG/u115.bmp
742	3	MEG/f133.bmp
610	3	MEG/f062.bmp
652	3	MEG/f061.bmp
836	3	MEG/f141.bmp
740	1	MEG/u057.bmp
816	1	MEG/u149.bmp
897	3	MEG/f032.bmp
774	1	MEG/u133.bmp
681	1	MEG/u013.bmp
1576	2	MEG/u105.bmp
1168	3	MEG/f098.bmp
761	1	MEG/f043.bmp
1125	3	MEG/f086.bmp
1824	1	MEG/u116.bmp
718	3	MEG/f022.bmp
2716	1	MEG/u104.bmp
1292	2	MEG/f029.bmp
769	3	MEG/f104.bmp
1019	1	MEG/u059.bmp
795	1	MEG/u037.bmp
