response_time	button_press	stim_file
1640	3	MEG/u012.bmp
1350	1	MEG/u006.bmp
1039	2	MEG/f133.bmp
1263	1	MEG/f111.bmp
1069	3	MEG/f073.bmp
1019	1	MEG/u096.bmp
867	3	MEG/f066.bmp
786	2	MEG/u074.bmp
2932	1	MEG/u053.bmp
1595	1	MEG/u019.bmp
1115	3	MEG/f012.bmp
936	3	MEG/f046.bmp
1148	3	MEG/f042.bmp
1071	1	MEG/u076.bmp
932	3	MEG/f129.bmp
1401	1	MEG/u110.bmp
1417	1	MEG/f125.bmp
913	3	MEG/f036.bmp
861	3	MEG/f004.bmp
980	1	MEG/f015.bmp
926	1	MEG/f079.bmp
762	1	MEG/u089.bmp
926	1	MEG/u016.bmp
986	1	MEG/u045.bmp
1204	1	MEG/u040.bmp
971	3	MEG/f037.bmp
861	3	MEG/f063.bmp
820	1	MEG/f016.bmp
1004	3	MEG/f112.bmp
789	1	MEG/u150.bmp
766	1	MEG/u082.bmp
882	1	MEG/u146.bmp
888	1	MEG/u134.bmp
1029	3	MEG/f035.bmp
981	1	MEG/u142.bmp
847	1	MEG/f105.bmp
1159	3	MEG/f091.bmp
657	1	MEG/u128.bmp
848	3	MEG/f132.bmp
1232	3	MEG/f120.bmp
1344	3	MEG/f010.bmp
842	1	MEG/u115.bmp
978	2	MEG/f114.bmp
844	1	MEG/f098.bmp
835	1	MEG/u105.bmp
828	1	MEG/u124.bmp
812	3	MEG/f116.bmp
749	1	MEG/f118.bmp
873	3	MEG/f029.bmp
1111	3	MEG/f006.bmp
827	1	MEG/f141.bmp
1579	2	MEG/f085.bmp
747	3	MEG/f088.bmp
999	3	MEG/f047.bmp
849	1	MEG/u097.bmp
760	3	MEG/f086.bmp
707	1	MEG/u018.bmp
1129	1	MEG/u086.bmp
788	1	MEG/u066.bmp
814	1	MEG/u077.bmp
767	1	MEG/u055.bmp
834	1	MEG/u059.bmp
835	1	MEG/u129.bmp
771	1	MEG/u026.bmp
1093	3	MEG/f106.bmp
1010	3	MEG/f100.bmp
715	1	MEG/u069.bmp
680	3	MEG/f075.bmp
799	3	MEG/f113.bmp
785	3	MEG/f135.bmp
851	1	MEG/u078.bmp
699	1	MEG/u030.bmp
793	1	MEG/u003.bmp
826	3	MEG/f052.bmp
803	1	MEG/u140.bmp
980	3	MEG/f080.bmp
854	1	MEG/u063.bmp
1060	1	MEG/u118.bmp
