response_time	button_press	stim_file
809	1	MEG/u007.bmp
691	2	MEG/f085.bmp
633	3	MEG/f030.bmp
633	1	MEG/u109.bmp
761	1	MEG/u097.bmp
772	1	MEG/f113.bmp
695	1	MEG/u119.bmp
621	2	MEG/f086.bmp
726	1	MEG/u115.bmp
786	1	MEG/u074.bmp
604	3	MEG/f028.bmp
606	1	MEG/f148.bmp
775	1	MEG/f017.bmp
1770	1	MEG/u047.bmp
915	2	MEG/f055.bmp
820	3	MEG/f144.bmp
900	1	MEG/u010.bmp
801	1	MEG/u027.bmp
2011	1	MEG/u102.bmp
745	1	MEG/u072.bmp
789	3	MEG/f129.bmp
1159	3	MEG/f040.bmp
609	3	MEG/f008.bmp
1083	1	MEG/f141.bmp
1120	1	MEG/f096.bmp
724	3	MEG/f094.bmp
1129	1	MEG/f079.bmp
972	2	MEG/u006.bmp
1134	1	MEG/u137.bmp
985	1	MEG/u146.bmp
1003	1	MEG/u069.bmp
2476	2	MEG/f029.bmp
718	1	MEG/u001.bmp
1636	1	MEG/u136.bmp
1098	1	MEG/u150.bmp
775	3	MEG/f074.bmp
1586	1	MEG/u042.bmp
827	3	MEG/f035.bmp
827	1	MEG/u126.bmp
1243	1	MEG/u008.bmp
842	3	MEG/f116.bmp
985	3	MEG/f095.bmp
1067	3	MEG/f143.bmp
705	1	MEG/u073.bmp
695	3	MEG/f065.bmp
1573	2	MEG/f080.bmp
1221	1	MEG/f145.bmp
1437	2	MEG/f140.bmp
716	1	MEG/u058.bmp
985	3	MEG/f128.bmp
1291	2	MEG/f111.bmp
736	3	MEG/f032.bmp
820	1	MEG/u117.bmp
763	1	MEG/f007.bmp
806	3	MEG/f018.bmp
775	1	MEG/u061.bmp
1282	3	MEG/f042.bmp
679	1	MEG/f038.bmp
814	3	MEG/f146.bmp
735	1	MEG/u147.bmp
1500	2	MEG/f123.bmp
656	1	MEG/u087.bmp
887	1	MEG/u002.bmp
877	1	MEG/u114.bmp
1171	1	MEG/f083.bmp
1061	1	MEG/f021.bmp
