onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.973	.493	13	7	.628	func/u065.bmp
7.307	.975	.552	14	7	.662	func/u065.bmp
10.598	.990	.444	13	4	.769	func/u067.bmp
13.789	.936	.420	17	4	1.024	func/s075.bmp
17.046	.900	.554	17	4	1.263	func/s079.bmp
20.220	.950	.517	18	4	.689	func/s079.bmp
23.360	.919	.431	13	4	1.046	func/u081.bmp
26.500	.823	.456	17	4	.695	func/s066.bmp
29.590	.936	.490	17	4	.694	func/s077.bmp
32.781	.851	.499	15	4	.923	func/u067.bmp
35.370	20.000	20.000	999	20000	20.000	func/i999.bmp
55.999	.930	.600	5	7	1.315	func/f080.bmp
59.290	.994	.593	6	7	.711	func/f080.bmp
62.547	.862	.494	19	4	.972	func/s075.bmp
65.621	.920	.442	13	4	1.541	func/u079.bmp
68.895	.961	.598	17	4	.941	func/s065.bmp
72.152	.941	.531	18	4	.871	func/s065.bmp
75.459	.976	.590	15	4	.848	func/u081.bmp
78.683	.844	.468	17	4	.738	func/s081.bmp
81.807	.932	.516	18	4	.757	func/s081.bmp
85.047	.881	.550	19	4	.667	func/s066.bmp
88.221	.879	.528	17	4	.687	func/s072.bmp
91.311	.820	.436	19	4	.912	func/s077.bmp
94.451	.980	.548	5	7	1.038	func/f069.bmp
97.709	.807	.509	6	7	.649	func/f069.bmp
100.765	.893	.482	5	7	.872	func/f078.bmp
103.856	.821	.431	15	4	.744	func/u079.bmp
106.912	.907	.457	13	4	.772	func/u068.bmp
110.069	.880	.481	14	4	.596	func/u068.bmp
112.692	20.000	20.000	999	20000	20.000	func/i999.bmp
133.254	.833	.527	13	4	.998	func/u069.bmp
136.428	.856	.568	14	4	.685	func/u069.bmp
139.652	.933	.588	5	4	1.005	func/f070.bmp
142.943	.953	.589	19	4	.865	func/s072.bmp
146.150	.823	.486	13	4	.804	func/u073.bmp
149.257	.979	.509	14	4	.656	func/u073.bmp
152.481	.914	.484	17	4	.791	func/s078.bmp
155.688	.831	.527	7	7	1.112	func/f078.bmp
158.778	.931	.500	13	4	.776	func/u078.bmp
161.935	.901	.466	13	4	.966	func/u072.bmp
165.059	.803	.461	5	7	.842	func/f081.bmp
168.132	.813	.515	6	7	.746	func/f081.bmp
171.172	.990	.462	7	4	.911	func/f070.bmp
174.463	.860	.533	5	7	.828	func/f075.bmp
177.586	.945	.488	5	4	.945	func/f065.bmp
180.894	.995	.592	6	4	.822	func/f065.bmp
184.067	.822	.411	19	4	.818	func/s078.bmp
187.124	.869	.463	17	4	.714	func/s073.bmp
190.181	.916	.421	18	4	.850	func/s073.bmp
193.372	.912	.508	15	4	.742	func/u078.bmp
196.027	20.000	20.000	999	20000	20.000	func/i999.bmp
216.540	1.000	.473	5	4	1.381	func/f068.bmp
219.797	.822	.489	15	4	.953	func/u072.bmp
222.954	.934	.567	17	4	.877	func/s070.bmp
226.128	.801	.476	18	4	.781	func/s070.bmp
229.285	.997	.595	5	7	.912	func/f071.bmp
232.592	.958	.543	7	7	1.002	func/f075.bmp
235.816	.843	.448	17	4	1.158	func/s069.bmp
238.906	.985	.476	13	7	1.269	func/u077.bmp
242.180	.929	.521	14	7	.738	func/u077.bmp
245.287	.984	.416	5	7	.950	func/f066.bmp
248.628	.961	.598	6	7	1.016	func/f066.bmp
251.885	.964	.524	7	7	1.197	func/f068.bmp
255.025	.891	.411	13	4	.819	func/u074.bmp
258.283	.921	.596	14	4	.715	func/u074.bmp
261.523	.931	.545	5	4	1.404	func/f079.bmp
264.614	.811	.401	6	4	1.054	func/f079.bmp
267.737	.932	.547	7	n/a	0	func/f071.bmp
271.028	.848	.599	17	4	.956	func/s074.bmp
274.185	.883	.547	18	4	.681	func/s074.bmp
277.258	.812	.428	19	4	.994	func/s069.bmp
279.814	20.000	20.000	999	20000	20.000	func/i999.bmp
300.376	.968	.526	13	n/a	0	func/u080.bmp
303.583	.979	.479	14	4	1.414	func/u080.bmp
306.924	.905	.587	5	4	1.324	func/f067.bmp
310.148	.971	.543	6	4	.704	func/f067.bmp
313.338	.934	.440	13	4	1.687	func/u066.bmp
316.612	.842	.571	17	4	.997	func/s068.bmp
319.736	.891	.516	18	4	.691	func/s068.bmp
322.876	.861	.475	5	7	.918	func/f074.bmp
325.950	.925	.435	5	7	1.336	func/f077.bmp
329.224	.800	.584	13	4	.859	func/u075.bmp
332.264	.957	.478	13	4	1.017	func/u070.bmp
335.504	.901	.506	15	4	.855	func/u066.bmp
338.712	.874	.536	17	4	.825	func/s080.bmp
341.919	.923	.556	5	4	.969	func/f073.bmp
345.159	.829	.545	7	7	.757	func/f074.bmp
348.183	.908	.419	5	4	.837	func/f072.bmp
351.273	.895	.405	6	7	.637	func/f072.bmp
354.346	.902	.402	7	7	.996	func/f077.bmp
356.986	20.000	20.000	999	20000	20.000	func/i999.bmp
377.615	.951	.589	17	4	.888	func/s071.bmp
380.789	.925	.462	18	4	.694	func/s071.bmp
383.946	.924	.465	15	4	.835	func/u075.bmp
387.136	.909	.492	13	7	1.055	func/u071.bmp
390.311	.925	.501	15	4	.810	func/u070.bmp
393.534	.851	.527	17	4	.696	func/s067.bmp
396.557	.884	.410	18	4	.621	func/s067.bmp
399.647	.860	.435	19	4	.687	func/s080.bmp
402.286	.012	0	999	0	0	func/Circle.bmp
