onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.815	.439	17	7	1.004	func/s079.bmp
7.124	.942	.549	18	7	1.016	func/s079.bmp
10.532	.870	.578	13	4	.798	func/u071.bmp
13.622	.928	.465	14	4	.668	func/u071.bmp
16.896	.974	.582	13	7	.792	func/u069.bmp
20.136	.981	.486	14	7	.583	func/u069.bmp
23.427	.804	.546	5	4	.601	func/f069.bmp
26.617	.952	.587	5	4	1.180	func/f078.bmp
29.808	.999	.481	6	4	.553	func/f078.bmp
33.165	.945	.573	13	7	.655	func/u081.bmp
35.855	20.000	20.000	999	20000	20.000	func/i999.bmp
56.467	.828	.534	17	4	1.012	func/s073.bmp
59.575	.891	.469	17	7	1.237	func/s072.bmp
62.831	.913	.597	17	7	1.313	func/s078.bmp
65.988	.832	.480	18	7	.830	func/s078.bmp
69.095	.996	.512	7	4	.685	func/f069.bmp
72.419	.995	.556	13	7	.742	func/u075.bmp
75.710	.909	.507	5	4	.935	func/f072.bmp
78.917	.858	.532	6	4	.525	func/f072.bmp
82.007	.885	.451	15	7	.781	func/u081.bmp
85.248	.857	.597	13	7	.863	func/u067.bmp
88.405	.814	.520	19	4	1.261	func/s073.bmp
91.412	.980	.422	5	4	.871	func/f081.bmp
94.635	.808	.479	6	4	.594	func/f081.bmp
97.642	.984	.433	19	7	.925	func/s072.bmp
100.899	.822	.492	17	7	1.183	func/s066.bmp
104.056	.953	.558	13	4	.879	func/u068.bmp
107.213	.825	.438	15	7	.993	func/u075.bmp
110.204	.972	.400	5	4	.687	func/f075.bmp
113.394	.860	.447	6	4	.725	func/f075.bmp
116.000	20.000	20.000	999	20000	20.000	func/i999.bmp
136.562	.875	.519	5	7	.693	func/f068.bmp
139.702	.918	.495	6	7	.356	func/f068.bmp
142.876	.902	.488	15	7	.579	func/u067.bmp
146.067	.981	.522	13	7	.834	func/u074.bmp
149.324	.898	.502	14	7	.670	func/u074.bmp
152.531	.928	.520	5	4	.704	func/f071.bmp
155.788	.844	.556	6	4	.531	func/f071.bmp
158.929	.826	.521	19	7	.603	func/s066.bmp
162.136	.856	.600	5	4	.730	func/f077.bmp
165.343	.992	.579	6	4	.488	func/f077.bmp
168.700	.881	.589	15	7	.756	func/u068.bmp
171.790	.834	.421	13	7	.781	func/u079.bmp
174.881	.959	.500	13	7	1.157	func/u066.bmp
178.071	.846	.457	14	7	.472	func/u066.bmp
181.178	.802	.499	17	7	.874	func/s065.bmp
184.151	.962	.411	18	7	.658	func/s065.bmp
187.308	.801	.400	13	7	.841	func/u077.bmp
190.415	.900	.543	5	7	.881	func/f074.bmp
193.054	20.000	20.000	999	20000	20.000	func/i999.bmp
213.533	.913	.445	13	4	.708	func/u065.bmp
216.791	.927	.570	15	7	.883	func/u079.bmp
219.931	.894	.437	13	7	.620	func/u073.bmp
223.105	.945	.517	5	4	.678	func/f080.bmp
226.346	.864	.534	17	4	1.207	func/s069.bmp
229.569	.803	.588	18	4	.738	func/s069.bmp
232.709	.806	.563	15	7	.614	func/u077.bmp
235.800	.888	.442	17	7	.886	func/s081.bmp
238.890	.839	.430	7	7	.693	func/f074.bmp
241.947	.868	.440	13	7	.698	func/u078.bmp
245.020	.876	.436	14	7	.510	func/u078.bmp
248.261	.980	.591	15	4	.621	func/u065.bmp
251.418	.875	.407	5	7	.643	func/f067.bmp
254.642	.984	.575	15	7	.695	func/u073.bmp
257.966	.947	.578	5	4	.608	func/f066.bmp
261.089	.922	.412	6	4	.512	func/f066.bmp
264.363	.909	.583	7	4	.969	func/f080.bmp
267.487	.876	.440	13	7	.751	func/u072.bmp
270.627	.989	.486	17	7	.765	func/s067.bmp
273.918	.802	.531	19	4	.947	func/s081.bmp
276.457	20.000	20.000	999	20000	20.000	func/i999.bmp
297.070	.891	.584	5	7	.786	func/f079.bmp
300.193	.976	.459	17	7	.772	func/s074.bmp
303.484	.895	.550	7	7	.950	func/f067.bmp
306.724	.970	.577	5	4	.931	func/f070.bmp
309.981	.923	.508	6	4	.627	func/f070.bmp
313.255	.925	.554	17	7	.952	func/s071.bmp
316.479	.892	.529	18	7	.778	func/s071.bmp
319.619	.917	.477	15	7	.775	func/u072.bmp
322.860	.868	.565	17	7	1.122	func/s075.bmp
326.034	.811	.539	19	7	.789	func/s067.bmp
329.074	.990	.463	13	7	1.289	func/u080.bmp
332.281	.899	.449	14	7	.443	func/u080.bmp
335.405	.989	.456	7	7	.736	func/f079.bmp
338.578	.935	.408	5	7	1.002	func/f065.bmp
341.735	.885	.464	6	7	.417	func/f065.bmp
344.843	.874	.467	19	4	.687	func/s074.bmp
347.899	.967	.408	5	7	.937	func/f073.bmp
351.190	.931	.555	17	4	.979	func/s077.bmp
354.330	.845	.441	18	4	.764	func/s077.bmp
356.919	20.000	20.000	999	20000	20.000	func/i999.bmp
377.431	.914	.473	17	7	.780	func/s070.bmp
380.622	.819	.503	19	7	.954	func/s075.bmp
383.695	.944	.494	13	7	.822	func/u070.bmp
386.852	.929	.443	14	7	.611	func/u070.bmp
390.043	.948	.486	17	7	.882	func/s080.bmp
393.217	.947	.454	18	7	.561	func/s080.bmp
396.357	.926	.420	17	4	.898	func/s068.bmp
399.631	.918	.573	7	7	.953	func/f073.bmp
402.320	.012	0	999	0	0	func/Circle.bmp
