onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.866	.588	17	4	2.067	func/s012.bmp
7.040	.860	.414	18	4	1.271	func/s012.bmp
10.347	.882	.576	13	7	1.857	func/u002.bmp
13.488	.803	.490	17	4	2.101	func/s016.bmp
16.578	.997	.528	18	7	1.962	func/s016.bmp
19.818	.813	.468	13	4	1.551	func/u007.bmp
22.892	.835	.489	14	4	1.083	func/u007.bmp
26.066	.993	.577	5	7	1.472	func/f004.bmp
29.373	.998	.550	6	7	1.229	func/f004.bmp
32.112	20.000	20.000	999	20000	20.000	func/i999.bmp
52.658	.864	.517	13	4	1.710	func/u008.bmp
55.781	.992	.487	14	4	1.000	func/u008.bmp
59.072	.882	.532	17	4	1.449	func/s011.bmp
62.129	.953	.409	18	4	1.231	func/s011.bmp
65.319	.995	.461	15	4	1.203	func/u002.bmp
68.593	.885	.513	13	4	1.473	func/u010.bmp
71.750	.929	.505	14	4	.900	func/u010.bmp
75.007	.802	.554	13	4	1.218	func/u011.bmp
77.997	.811	.421	17	7	1.661	func/s008.bmp
81.021	.993	.442	5	4	1.393	func/f003.bmp
84.345	.882	.566	13	4	1.340	func/u013.bmp
87.519	.874	.532	17	7	1.371	func/s005.bmp
90.659	.974	.500	17	7	1.495	func/s006.bmp
93.883	.876	.474	15	4	1.056	func/u011.bmp
97.006	.859	.470	5	7	.962	func/f008.bmp
100.046	.892	.404	19	4	1.409	func/s008.bmp
103.153	.890	.442	5	4	1.293	func/f013.bmp
106.411	.977	.593	6	4	.838	func/f013.bmp
109.668	.951	.504	7	4	.949	func/f003.bmp
112.357	20.000	20.000	999	20000	20.000	func/i999.bmp
132.836	.825	.443	17	7	2.256	func/s004.bmp
135.926	.996	.496	15	4	1.211	func/u013.bmp
139.150	.973	.460	5	7	.963	func/f014.bmp
142.324	.929	.427	19	4	1.277	func/s005.bmp
145.430	.952	.402	5	4	1.214	func/f010.bmp
148.721	.977	.575	19	7	1.035	func/s006.bmp
151.911	.970	.441	13	4	.947	func/u005.bmp
155.085	.833	.448	14	4	.838	func/u005.bmp
158.125	.847	.446	7	4	1.503	func/f008.bmp
161.299	.989	.555	17	7	1.154	func/s013.bmp
164.556	.896	.489	13	4	1.012	func/u001.bmp
167.613	.921	.400	14	4	.836	func/u001.bmp
170.887	.806	.572	19	7	.977	func/s004.bmp
174.061	.967	.587	13	4	.954	func/u012.bmp
177.201	.877	.409	14	4	.802	func/u012.bmp
180.375	.945	.521	7	7	1.031	func/f014.bmp
183.665	.941	.568	13	7	1.020	func/u016.bmp
186.806	.877	.423	14	7	.573	func/u016.bmp
189.979	.977	.529	7	4	.911	func/f010.bmp
193.253	.836	.527	13	4	.869	func/u009.bmp
195.826	20.000	20.000	999	20000	20.000	func/i999.bmp
216.371	.824	.512	5	4	1.566	func/f016.bmp
219.478	.942	.506	6	4	.752	func/f016.bmp
222.618	.955	.428	19	4	1.335	func/s013.bmp
225.809	.851	.462	17	7	1.065	func/s003.bmp
228.949	.900	.528	18	7	.853	func/s003.bmp
232.106	.942	.401	5	7	1.135	func/f009.bmp
235.263	.996	.446	6	7	.868	func/f009.bmp
238.554	.876	.533	5	4	1.145	func/f001.bmp
241.644	.976	.449	17	7	1.404	func/s002.bmp
244.918	.872	.523	18	7	.782	func/s002.bmp
248.059	.839	.501	15	4	.885	func/u009.bmp
251.265	.926	.593	17	7	1.087	func/s007.bmp
254.489	.913	.524	13	4	.840	func/u014.bmp
257.629	.856	.466	13	4	.785	func/u015.bmp
260.670	.825	.406	13	4	.830	func/u003.bmp
263.676	.846	.410	14	4	.756	func/u003.bmp
266.817	.863	.534	7	4	1.035	func/f001.bmp
269.907	.887	.458	17	7	1.000	func/s009.bmp
272.546	20.000	20.000	999	20000	20.000	func/i999.bmp
293.008	.863	.432	17	4	1.552	func/s014.bmp
296.048	.812	.413	18	4	1.240	func/s014.bmp
299.055	.813	.429	19	7	1.023	func/s007.bmp
302.162	.995	.529	5	7	1.415	func/f005.bmp
305.502	.826	.582	15	4	.881	func/u014.bmp
308.509	.812	.402	5	7	1.038	func/f007.bmp
311.499	.807	.404	15	4	1.124	func/u015.bmp
314.522	.980	.446	5	4	.908	func/f012.bmp
317.830	.887	.562	6	4	.999	func/f012.bmp
320.953	.958	.463	5	4	1.174	func/f015.bmp
324.177	.815	.490	6	4	.804	func/f015.bmp
327.217	.986	.464	19	7	1.019	func/s009.bmp
330.408	.990	.448	5	7	1.738	func/f006.bmp
333.732	.861	.567	6	7	.914	func/f006.bmp
336.788	.962	.432	13	4	.903	func/u006.bmp
340.046	.902	.527	14	4	1.164	func/u006.bmp
343.269	.843	.564	7	4	1.786	func/f005.bmp
346.310	.800	.426	17	4	1.532	func/s010.bmp
349.300	.802	.433	7	7	1.122	func/f007.bmp
351.838	20.000	20.000	999	20000	20.000	func/i999.bmp
372.367	.801	.491	5	7	2.058	func/f011.bmp
375.491	.852	.552	6	7	.973	func/f011.bmp
378.549	.897	.451	17	4	1.543	func/s015.bmp
381.622	.962	.417	13	4	1.078	func/u004.bmp
384.945	.911	.591	14	4	1.212	func/u004.bmp
388.169	.907	.541	17	4	1.370	func/s001.bmp
391.293	.884	.450	5	7	1.177	func/f002.bmp
394.450	.881	.508	19	7	1.130	func/s010.bmp
397.122	.012	0	999	0	0	func/Circle.bmp
