onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.922	.552	17	7	.717	func/s111.bmp
7.123	.997	.425	5	7	1.062	func/f099.bmp
10.497	.993	.502	13	4	1.153	func/u102.bmp
13.755	.901	.488	14	4	.793	func/u102.bmp
16.945	.961	.521	17	7	.739	func/s104.bmp
20.152	.857	.473	13	4	.919	func/u101.bmp
23.359	.831	.569	17	7	1.042	func/s105.bmp
26.416	.889	.458	19	4	.780	func/s111.bmp
29.489	.975	.414	13	7	.891	func/u111.bmp
32.646	.821	.413	14	7	.869	func/u111.bmp
35.703	.814	.454	7	7	.941	func/f099.bmp
38.259	20.000	20.000	999	20000	20.000	func/i999.bmp
58.704	.800	.406	5	4	1.366	func/f107.bmp
61.861	.919	.587	6	4	1.043	func/f107.bmp
65.001	.893	.453	5	7	1.027	func/f100.bmp
68.158	.999	.495	19	7	1.047	func/s104.bmp
71.416	.889	.497	5	4	1.903	func/f104.bmp
74.489	.938	.402	6	4	1.296	func/f104.bmp
77.713	.835	.505	15	4	.868	func/u101.bmp
80.803	.864	.499	13	7	1.257	func/u108.bmp
83.893	.935	.459	14	7	.870	func/u108.bmp
87.000	.824	.408	19	7	1.044	func/s105.bmp
90.140	.958	.545	17	7	.896	func/s108.bmp
93.464	.911	.598	5	7	1.211	func/f103.bmp
96.672	.807	.531	6	7	.858	func/f103.bmp
99.845	.861	.592	5	4	.961	func/f110.bmp
102.902	.818	.418	7	7	.664	func/f100.bmp
105.909	.927	.423	5	7	.969	func/f101.bmp
109.099	.908	.500	6	7	.898	func/f101.bmp
111.755	20.000	20.000	999	20000	20.000	func/i999.bmp
132.217	.837	.430	13	7	.894	func/u107.bmp
135.307	.868	.474	14	7	.954	func/u107.bmp
138.347	.965	.411	13	4	1.444	func/u104.bmp
141.554	.887	.472	14	7	.816	func/u104.bmp
144.778	.813	.566	19	7	1.297	func/s108.bmp
147.902	.858	.536	13	7	.948	func/u103.bmp
151.075	.889	.539	14	7	.849	func/u103.bmp
154.149	.895	.417	5	4	1.057	func/f111.bmp
157.289	.817	.478	6	4	.859	func/f111.bmp
160.363	.821	.498	7	4	.908	func/f110.bmp
163.403	.960	.445	17	7	.859	func/s110.bmp
166.727	.951	.598	17	7	1.281	func/s106.bmp
169.884	.919	.449	18	7	1.061	func/s106.bmp
173.024	.809	.462	5	7	1.029	func/f105.bmp
176.114	.988	.514	5	7	1.596	func/f109.bmp
179.321	.834	.444	6	7	.915	func/f109.bmp
182.512	.886	.596	13	7	1.031	func/u099.bmp
185.702	.873	.548	14	7	.937	func/u099.bmp
188.776	.904	.423	13	4	1.334	func/u105.bmp
191.999	.905	.548	19	7	.878	func/s110.bmp
194.655	20.000	20.000	999	20000	20.000	func/i999.bmp
215.185	.985	.501	13	7	.796	func/u112.bmp
218.341	.924	.417	5	4	.974	func/f098.bmp
221.615	.883	.569	7	7	.970	func/f105.bmp
224.756	.813	.501	13	7	.851	func/u113.bmp
227.862	.835	.518	14	7	.653	func/u113.bmp
230.919	.958	.452	5	4	.929	func/f108.bmp
234.176	.903	.471	6	4	.773	func/f108.bmp
237.333	.921	.496	13	7	1.160	func/u110.bmp
240.507	.809	.479	15	7	.988	func/u105.bmp
243.615	.963	.535	17	4	.946	func/s113.bmp
246.905	.867	.568	15	7	.901	func/u112.bmp
249.995	.994	.454	17	7	1.318	func/s107.bmp
253.335	.913	.578	7	4	.922	func/f098.bmp
256.509	.926	.493	17	7	1.234	func/s102.bmp
259.683	.957	.472	18	7	1.007	func/s102.bmp
262.923	.962	.512	13	4	1.089	func/u109.bmp
266.114	.985	.455	17	7	.678	func/s112.bmp
269.337	.892	.479	18	7	.710	func/s112.bmp
272.428	.935	.434	15	7	.886	func/u110.bmp
275.100	20.000	20.000	999	20000	20.000	func/i999.bmp
295.629	.968	.489	17	7	1.147	func/s101.bmp
298.769	.849	.404	18	7	.911	func/s101.bmp
301.826	.860	.440	19	4	.885	func/s113.bmp
304.916	.905	.455	17	7	.936	func/s103.bmp
308.073	.801	.477	18	7	.767	func/s103.bmp
311.080	.936	.447	19	7	1.146	func/s107.bmp
314.187	.960	.416	5	4	1.144	func/f113.bmp
317.344	.838	.428	17	4	1.296	func/s109.bmp
320.400	.905	.445	15	4	1.009	func/u109.bmp
323.641	.959	.561	13	7	.860	func/u100.bmp
326.932	.946	.552	17	7	.985	func/s099.bmp
330.239	.922	.599	5	4	1.401	func/f106.bmp
333.413	.857	.470	17	4	1.206	func/s098.bmp
336.503	.899	.466	18	4	1.079	func/s098.bmp
339.710	.999	.542	7	4	.942	func/f113.bmp
343.017	.944	.537	17	7	.997	func/s100.bmp
346.308	.982	.576	19	4	.997	func/s109.bmp
349.565	.928	.508	13	4	1.018	func/u098.bmp
352.739	.924	.477	14	4	.830	func/u098.bmp
355.862	.879	.428	15	7	.943	func/u100.bmp
358.485	20.000	20.000	999	20000	20.000	func/i999.bmp
379.064	.800	.543	5	4	1.113	func/f112.bmp
382.154	.804	.534	6	4	.710	func/f112.bmp
385.227	.949	.486	19	7	1.057	func/s099.bmp
388.384	.912	.445	5	4	1.219	func/f102.bmp
391.525	.926	.462	6	4	.869	func/f102.bmp
394.765	.907	.539	7	7	1.153	func/f106.bmp
398.006	.887	.552	13	7	1.225	func/u106.bmp
400.678	.012	0	999	0	0	func/Circle.bmp
