response_time	button_press	stim_file
1812	1	meg/u020.bmp
1523	2	meg/u059.bmp
1358	1	meg/u047.bmp
1152	3	meg/f004.bmp
2011	3	meg/f072.bmp
1721	1	meg/u081.bmp
1188	3	meg/f133.bmp
957	3	meg/f129.bmp
1136	1	meg/u021.bmp
939	3	meg/u004.bmp
1871	3	meg/f033.bmp
923	3	meg/f078.bmp
1599	1	meg/f042.bmp
1095	3	meg/u088.bmp
4868	1	meg/u040.bmp
2874	2	meg/u096.bmp
2419	2	meg/u002.bmp
3865	2	meg/u097.bmp
2313	2	meg/u062.bmp
1763	2	meg/u022.bmp
4788	1	meg/f019.bmp
2277	2	meg/u140.bmp
2791	2	meg/u030.bmp
3325	2	meg/u017.bmp
1804	1	meg/u092.bmp
1683	3	meg/f068.bmp
1976	2	meg/u016.bmp
2111	2	meg/u085.bmp
2218	3	meg/f142.bmp
1647	3	meg/f056.bmp
2053	3	meg/f035.bmp
1930	1	meg/u147.bmp
2020	3	meg/f065.bmp
1819	3	meg/f134.bmp
6832	1	meg/f122.bmp
4243	3	meg/f116.bmp
1835	3	meg/f086.bmp
1506	1	meg/u144.bmp
2013	1	meg/f005.bmp
4731	3	meg/f058.bmp
1999	2	meg/u090.bmp
3310	2	meg/u038.bmp
1230	1	meg/u056.bmp
1573	1	meg/u087.bmp
2517	1	meg/u139.bmp
1990	3	meg/f114.bmp
2157	2	meg/u084.bmp
1333	2	meg/u032.bmp
1352	1	meg/u071.bmp
1379	2	meg/u003.bmp
3868	3	meg/f143.bmp
1812	1	meg/u007.bmp
3563	2	meg/u121.bmp
1440	1	meg/u029.bmp
1598	1	meg/u069.bmp
7365	3	meg/f127.bmp
1603	3	meg/f083.bmp
1971	1	meg/u042.bmp
5395	3	meg/f077.bmp
1107	3	meg/f146.bmp
1424	3	meg/f125.bmp
2199	1	meg/u060.bmp
1845	2	meg/u105.bmp
1259	1	meg/f097.bmp
3385	1	meg/f011.bmp
1477	3	meg/f051.bmp
7681	2	meg/u137.bmp
3001	2	meg/f027.bmp
2310	1	meg/f006.bmp
1632	3	meg/f067.bmp
8358	2	meg/f024.bmp
1889	1	meg/u086.bmp
1573	1	meg/u078.bmp
1933	3	meg/f130.bmp
2623	3	meg/f040.bmp
1764	1	meg/f112.bmp
1109	1	meg/f028.bmp
7128	1	meg/f108.bmp
2047	3	meg/f082.bmp
1604	1	meg/u126.bmp
1700	1	meg/u065.bmp
1503	3	meg/f007.bmp
2476	3	meg/f018.bmp
1678	1	meg/f120.bmp
2291	1	meg/u114.bmp
3477	1	meg/u073.bmp
1078	1	meg/f102.bmp
1003	1	meg/u049.bmp
1675	1	meg/f105.bmp
1928	2	meg/u129.bmp
4537	3	meg/f139.bmp
1206	3	meg/f039.bmp
1046	1	meg/u082.bmp
973	1	meg/u064.bmp
1583	2	meg/u053.bmp
1384	1	meg/f071.bmp
3649	2	meg/f093.bmp
3642	2	meg/f037.bmp
1580	1	meg/u135.bmp
4612	1	meg/u068.bmp
4708	1	meg/u061.bmp
5249	2	meg/u050.bmp
7031	1	meg/u015.bmp
1650	1	meg/f118.bmp
5848	1	meg/u044.bmp
1636	2	meg/f023.bmp
1083	1	meg/u134.bmp
3497	1	meg/u028.bmp
1584	1	meg/f150.bmp
1400	1	meg/f135.bmp
3993	1	meg/u107.bmp
1131	1	meg/f052.bmp
3799	2	meg/u045.bmp
5490	3	meg/f034.bmp
2222	1	meg/f115.bmp
884	1	meg/f104.bmp
1730	2	meg/u075.bmp
1524	1	meg/f080.bmp
9814	1	meg/u110.bmp
1044	1	meg/f087.bmp
2043	1	meg/u124.bmp
1408	2	meg/u070.bmp
1432	3	meg/f050.bmp
1711	1	meg/u019.bmp
1314	1	meg/f140.bmp
6822	3	meg/f017.bmp
1882	1	meg/u048.bmp
1462	1	meg/f045.bmp
1835	2	meg/u100.bmp
1761	2	meg/u079.bmp
1625	1	meg/u001.bmp
2840	1	meg/f084.bmp
1123	1	meg/u150.bmp
4415	2	meg/u133.bmp
1272	3	meg/f148.bmp
1389	3	meg/f088.bmp
3301	1	meg/f095.bmp
1518	1	meg/f089.bmp
913	1	meg/u033.bmp
3950	3	meg/f060.bmp
3995	3	meg/f048.bmp
1589	2	meg/u127.bmp
4604	1	meg/u102.bmp
3014	3	meg/u145.bmp
5002	1	meg/u043.bmp
1650	1	meg/f075.bmp
1392	2	meg/f020.bmp
1432	1	meg/f110.bmp
2663	1	meg/f030.bmp
1154	1	meg/u094.bmp
2117	2	meg/u066.bmp
1551	1	meg/u089.bmp
9200	3	meg/f085.bmp
1392	3	meg/u054.bmp
6656	1	meg/f031.bmp
6635	1	meg/u010.bmp
1206	1	meg/u036.bmp
3238	1	meg/f010.bmp
1937	3	meg/f003.bmp
1475	3	meg/f113.bmp
7959	3	meg/f057.bmp
10811	3	meg/f026.bmp
3270	1	meg/f002.bmp
2504	2	meg/u112.bmp
1290	3	meg/f029.bmp
1279	1	meg/u063.bmp
1268	1	meg/u013.bmp
2674	3	meg/f049.bmp
1260	3	meg/f008.bmp
4425	1	meg/f041.bmp
1714	3	meg/f069.bmp
2357	3	meg/f053.bmp
1469	1	meg/f061.bmp
3811	3	meg/f038.bmp
1597	3	meg/f066.bmp
1613	1	meg/f062.bmp
2492	3	meg/f025.bmp
1166	1	meg/f121.bmp
1593	3	meg/f101.bmp
1937	3	meg/u125.bmp
4402	3	meg/f119.bmp
3715	3	meg/f009.bmp
2002	1	meg/u108.bmp
5249	1	meg/f145.bmp
1103	1	meg/u011.bmp
1100	1	meg/f103.bmp
2193	1	meg/f014.bmp
991	1	meg/u083.bmp
1657	1	meg/u057.bmp
7734	1	meg/f149.bmp
956	1	meg/u101.bmp
2182	1	meg/u116.bmp
1149	1	meg/u149.bmp
880	1	meg/f100.bmp
1878	1	meg/u080.bmp
6258	1	meg/f081.bmp
1206	1	meg/u093.bmp
2566	1	meg/u132.bmp
877	1	meg/u018.bmp
10851	3	meg/f109.bmp
14492	1	meg/u138.bmp
2957	3	meg/f022.bmp
1355	1	meg/u136.bmp
7669	3	meg/f015.bmp
2349	1	meg/u039.bmp
1245	1	meg/u014.bmp
4764	2	meg/u037.bmp
1214	1	meg/u098.bmp
1038	1	meg/f074.bmp
853	1	meg/u008.bmp
1627	3	meg/f090.bmp
1338	3	meg/f079.bmp
2924	1	meg/u041.bmp
1436	1	meg/u142.bmp
1563	1	meg/u106.bmp
1380	1	meg/u012.bmp
1814	1	meg/f012.bmp
1572	3	meg/f001.bmp
1765	3	meg/f124.bmp
1006	1	meg/f036.bmp
1607	3	meg/f123.bmp
3846	1	meg/f092.bmp
767	1	meg/f094.bmp
1826	1	meg/u052.bmp
2383	1	meg/f059.bmp
1718	1	meg/u109.bmp
1473	3	meg/f021.bmp
998	1	meg/u131.bmp
2439	1	meg/u104.bmp
1227	1	meg/u067.bmp
3275	2	meg/f128.bmp
1988	3	meg/f063.bmp
996	1	meg/u025.bmp
813	1	meg/u035.bmp
766	1	meg/u123.bmp
1209	1	meg/f091.bmp
1657	2	meg/u103.bmp
958	1	meg/f132.bmp
3656	2	meg/u099.bmp
1282	1	meg/f055.bmp
1695	1	meg/f013.bmp
883	1	meg/u077.bmp
2025	1	meg/f141.bmp
2839	3	meg/f106.bmp
1010	3	meg/f138.bmp
1587	1	meg/f099.bmp
972	1	meg/u076.bmp
918	1	meg/f043.bmp
1707	1	meg/u024.bmp
1646	3	meg/f131.bmp
924	1	meg/u119.bmp
1175	1	meg/u072.bmp
816	1	meg/u055.bmp
961	1	meg/f098.bmp
748	1	meg/f073.bmp
816	1	meg/f111.bmp
1137	1	meg/u128.bmp
1044	1	meg/u148.bmp
963	1	meg/u051.bmp
1671	1	meg/u046.bmp
884	1	meg/u111.bmp
1338	3	meg/f137.bmp
1021	1	meg/u130.bmp
