response_time	button_press	stim_file
1547	3	MEG/f133.bmp
1726	1	MEG/u102.bmp
1752	1	MEG/u040.bmp
2842	1	MEG/u104.bmp
2108	3	MEG/f145.bmp
2918	3	MEG/f065.bmp
2814	2	MEG/f126.bmp
1003	1	MEG/u061.bmp
1596	1	MEG/u021.bmp
996	1	MEG/u132.bmp
741	3	MEG/f034.bmp
1201	3	MEG/f066.bmp
2698	2	MEG/u018.bmp
1107	1	MEG/u113.bmp
768	3	MEG/f044.bmp
3298	2	MEG/f019.bmp
1106	3	MEG/f089.bmp
1782	2	MEG/f100.bmp
1935	1	MEG/u014.bmp
2513	1	MEG/u150.bmp
946	3	MEG/f081.bmp
1637	1	MEG/u030.bmp
1220	1	MEG/f030.bmp
1276	3	MEG/f055.bmp
705	3	MEG/f131.bmp
711	3	MEG/f026.bmp
1676	1	MEG/u023.bmp
1928	1	MEG/f043.bmp
3353	1	MEG/f120.bmp
1015	1	MEG/u147.bmp
3568	1	MEG/f140.bmp
989	1	MEG/f084.bmp
1102	1	MEG/u093.bmp
1275	1	MEG/u119.bmp
1241	1	MEG/f095.bmp
1464	2	MEG/f024.bmp
2749	1	MEG/u056.bmp
1389	3	MEG/f096.bmp
1181	1	MEG/f132.bmp
4614	3	MEG/f075.bmp
1398	1	MEG/f099.bmp
1575	1	MEG/u106.bmp
775	1	MEG/u143.bmp
938	1	MEG/f143.bmp
1173	1	MEG/f087.bmp
639	1	MEG/u055.bmp
647	1	MEG/u066.bmp
1983	3	MEG/f001.bmp
975	1	MEG/u059.bmp
825	3	MEG/f123.bmp
697	3	MEG/f046.bmp
975	1	MEG/u074.bmp
704	1	MEG/u148.bmp
1766	1	MEG/u107.bmp
1911	2	MEG/f069.bmp
3969	1	MEG/u027.bmp
909	3	MEG/f058.bmp
794	3	MEG/f127.bmp
1132	1	MEG/f144.bmp
2912	1	MEG/u138.bmp
1408	1	MEG/u080.bmp
2632	2	MEG/u022.bmp
1684	1	MEG/u129.bmp
2159	2	MEG/f146.bmp
1864	1	MEG/u034.bmp
828	1	MEG/u047.bmp
5229	3	MEG/f009.bmp
3211	2	MEG/u090.bmp
911	1	MEG/u135.bmp
756	1	MEG/u126.bmp
2471	1	MEG/f011.bmp
674	1	MEG/u069.bmp
2857	1	MEG/u133.bmp
876	1	MEG/u062.bmp
4122	3	MEG/f008.bmp
1119	1	MEG/u019.bmp
867	3	MEG/f038.bmp
1122	3	MEG/f102.bmp
4598	3	MEG/f098.bmp
5055	2	MEG/f005.bmp
765	1	MEG/u076.bmp
680	1	MEG/f104.bmp
911	1	MEG/u100.bmp
1004	1	MEG/u114.bmp
973	3	MEG/f074.bmp
862	1	MEG/u075.bmp
1021	1	MEG/u001.bmp
1764	2	MEG/f042.bmp
773	3	MEG/f053.bmp
1088	1	MEG/f068.bmp
1773	3	MEG/f022.bmp
821	1	MEG/u145.bmp
942	1	MEG/u079.bmp
705	3	MEG/f040.bmp
1014	1	MEG/u045.bmp
2663	1	MEG/u032.bmp
1154	1	MEG/u127.bmp
3955	3	MEG/f032.bmp
1592	2	MEG/u109.bmp
824	1	MEG/u085.bmp
1112	1	MEG/u029.bmp
1549	3	MEG/f147.bmp
3343	2	MEG/u026.bmp
3061	2	MEG/f035.bmp
711	1	MEG/u031.bmp
1220	1	MEG/u137.bmp
1876	1	MEG/u041.bmp
1736	1	MEG/u011.bmp
842	1	MEG/f036.bmp
2057	3	MEG/f025.bmp
853	3	MEG/f064.bmp
2116	1	MEG/u141.bmp
726	1	MEG/u050.bmp
875	1	MEG/u002.bmp
921	1	MEG/u131.bmp
2741	1	MEG/f108.bmp
1285	2	MEG/f118.bmp
1282	2	MEG/f134.bmp
895	3	MEG/f048.bmp
1453	1	MEG/u020.bmp
3699	2	MEG/f136.bmp
1073	1	MEG/u092.bmp
1007	3	MEG/f114.bmp
824	1	MEG/u035.bmp
1240	1	MEG/f094.bmp
839	1	MEG/u089.bmp
1279	3	MEG/f060.bmp
740	1	MEG/f105.bmp
984	1	MEG/f138.bmp
2194	1	MEG/u067.bmp
3617	1	MEG/f139.bmp
691	1	MEG/f073.bmp
713	1	MEG/u142.bmp
1311	1	MEG/u082.bmp
2482	3	MEG/f079.bmp
1068	1	MEG/u048.bmp
2027	2	MEG/f115.bmp
953	1	MEG/u044.bmp
1387	1	MEG/u072.bmp
1668	1	MEG/u015.bmp
3209	1	MEG/f122.bmp
2685	3	MEG/f015.bmp
1503	3	MEG/f033.bmp
2171	2	MEG/f049.bmp
1011	1	MEG/f045.bmp
5539	1	MEG/u149.bmp
717	1	MEG/u097.bmp
802	3	MEG/f137.bmp
3811	1	MEG/u053.bmp
3045	1	MEG/u099.bmp
760	1	MEG/u038.bmp
707	1	MEG/u073.bmp
857	3	MEG/f047.bmp
4744	1	MEG/u006.bmp
1827	2	MEG/f027.bmp
2440	3	MEG/f072.bmp
773	1	MEG/u054.bmp
823	1	MEG/u140.bmp
759	3	MEG/f006.bmp
1531	1	MEG/f103.bmp
4021	1	MEG/u024.bmp
1367	3	MEG/f110.bmp
4697	1	MEG/u078.bmp
966	1	MEG/u008.bmp
2361	2	MEG/f113.bmp
3688	2	MEG/f077.bmp
1296	3	MEG/f063.bmp
812	1	MEG/u110.bmp
1285	3	MEG/f129.bmp
891	3	MEG/f088.bmp
2104	1	MEG/u012.bmp
1267	1	MEG/u120.bmp
2025	3	MEG/f130.bmp
727	3	MEG/f086.bmp
6099	1	MEG/u103.bmp
717	1	MEG/u004.bmp
1226	1	MEG/u003.bmp
2569	1	MEG/f135.bmp
1080	1	MEG/u058.bmp
2486	2	MEG/f017.bmp
5265	1	MEG/u033.bmp
822	3	MEG/f119.bmp
726	1	MEG/u096.bmp
1915	1	MEG/u117.bmp
678	1	MEG/u146.bmp
692	1	MEG/u081.bmp
2082	1	MEG/u136.bmp
790	1	MEG/f023.bmp
727	1	MEG/f148.bmp
979	3	MEG/f052.bmp
1477	3	MEG/f003.bmp
1346	1	MEG/u115.bmp
861	1	MEG/u037.bmp
796	1	MEG/u065.bmp
3797	1	MEG/f116.bmp
832	3	MEG/f083.bmp
729	1	MEG/u134.bmp
773	3	MEG/f070.bmp
2024	2	MEG/f141.bmp
2230	1	MEG/f028.bmp
747	3	MEG/f054.bmp
1534	3	MEG/f020.bmp
1184	3	MEG/f106.bmp
3722	3	MEG/f124.bmp
1537	1	MEG/f002.bmp
2412	2	MEG/f107.bmp
801	1	MEG/u049.bmp
699	3	MEG/f062.bmp
729	1	MEG/u087.bmp
773	1	MEG/f039.bmp
712	3	MEG/f078.bmp
725	1	MEG/u088.bmp
2114	3	MEG/f013.bmp
956	1	MEG/f031.bmp
1246	3	MEG/f080.bmp
684	1	MEG/u057.bmp
987	1	MEG/u042.bmp
2944	3	MEG/f061.bmp
719	3	MEG/f012.bmp
2892	2	MEG/f057.bmp
1989	1	MEG/u101.bmp
1084	1	MEG/u105.bmp
794	1	MEG/f071.bmp
716	1	MEG/u118.bmp
681	3	MEG/u052.bmp
960	3	MEG/f150.bmp
713	1	MEG/u083.bmp
623	3	MEG/f056.bmp
823	1	MEG/u068.bmp
1635	2	MEG/u094.bmp
714	1	MEG/u009.bmp
655	1	MEG/f059.bmp
758	3	MEG/f018.bmp
818	1	MEG/u017.bmp
2099	2	MEG/f021.bmp
1006	1	MEG/f041.bmp
3230	2	MEG/f085.bmp
689	1	MEG/u124.bmp
814	1	MEG/u084.bmp
1439	2	MEG/f097.bmp
2958	1	MEG/f109.bmp
2684	1	MEG/f029.bmp
3878	1	MEG/f016.bmp
1358	1	MEG/f091.bmp
1064	3	MEG/f090.bmp
1550	1	MEG/u121.bmp
936	1	MEG/u122.bmp
1260	1	MEG/f051.bmp
802	3	MEG/f014.bmp
771	1	MEG/u063.bmp
709	1	MEG/u130.bmp
650	1	MEG/u139.bmp
1170	1	MEG/u060.bmp
1508	2	MEG/f121.bmp
687	1	MEG/f093.bmp
1573	2	MEG/u098.bmp
734	1	MEG/u051.bmp
