onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.826	.575	13	4	1.262	func/u059.bmp
7.040	.856	.442	14	4	1.256	func/u059.bmp
10.364	.887	.600	13	4	2.098	func/u051.bmp
13.605	.902	.582	5	7	.936	func/f062.bmp
16.812	.991	.541	17	7	1.241	func/s054.bmp
20.036	.899	.459	18	7	1.141	func/s054.bmp
23.209	.860	.507	13	7	.998	func/u064.bmp
26.316	.986	.468	17	7	1.297	func/s057.bmp
29.490	.866	.430	5	4	2.044	func/f060.bmp
32.664	.820	.540	6	7	1.206	func/f060.bmp
35.854	.955	.598	15	4	1.287	func/u051.bmp
38.560	20.000	20.000	999	20000	20.000	func/i999.bmp
59.072	.909	.472	5	7	1.331	func/f054.bmp
62.212	.858	.454	6	7	.607	func/f054.bmp
65.420	.903	.578	7	4	1.667	func/f062.bmp
68.610	.959	.524	13	4	1.002	func/u063.bmp
71.867	.809	.521	14	4	.852	func/u063.bmp
75.041	.850	.598	5	4	.953	func/f056.bmp
78.198	.864	.537	15	7	1.657	func/u064.bmp
81.388	.994	.563	17	7	.954	func/s053.bmp
84.712	.969	.567	18	7	1.044	func/s053.bmp
88.020	.990	.569	19	7	1.234	func/s057.bmp
91.310	.874	.527	5	7	1.235	func/f049.bmp
94.417	.962	.459	6	7	1.241	func/f049.bmp
97.558	.809	.410	17	7	1.577	func/s049.bmp
100.631	.874	.494	5	4	1.075	func/f050.bmp
103.689	.897	.418	13	7	1.457	func/u053.bmp
106.895	.891	.547	7	4	1.244	func/f056.bmp
110.102	.800	.543	17	4	1.145	func/s050.bmp
113.209	.863	.547	18	4	.784	func/s050.bmp
115.815	20.000	20.000	999	20000	20.000	func/i999.bmp
136.444	.863	.597	17	7	1.079	func/s062.bmp
139.551	.858	.473	18	n/a	0	func/s062.bmp
142.674	.925	.487	13	7	1.017	func/u061.bmp
145.865	.934	.500	14	7	.519	func/u061.bmp
149.038	.945	.469	19	4	1.283	func/s049.bmp
152.296	.964	.537	17	7	1.663	func/s051.bmp
155.436	.888	.417	18	7	1.079	func/s051.bmp
158.526	.911	.421	7	4	.903	func/f050.bmp
161.616	.920	.407	13	7	.836	func/u049.bmp
164.790	.958	.481	14	7	1.332	func/u049.bmp
168.031	.918	.507	15	7	.817	func/u053.bmp
171.204	.840	.498	5	4	.782	func/f055.bmp
174.345	.808	.533	17	4	.960	func/s061.bmp
177.451	.832	.519	18	4	.667	func/s061.bmp
180.508	.902	.454	17	4	.912	func/s058.bmp
183.582	.911	.417	17	7	1.142	func/s059.bmp
186.755	.814	.493	17	4	1.128	func/s052.bmp
189.896	.995	.561	13	7	.973	func/u055.bmp
193.086	.919	.420	7	4	.835	func/f055.bmp
195.742	20.000	20.000	999	20000	20.000	func/i999.bmp
216.354	.881	.573	13	7	1.196	func/u052.bmp
219.578	.943	.572	14	7	.923	func/u052.bmp
222.752	.829	.453	13	4	.896	func/u058.bmp
225.859	.972	.516	14	4	.884	func/u058.bmp
229.166	.890	.554	19	7	1.003	func/s058.bmp
232.390	.839	.502	17	7	1.224	func/s064.bmp
235.463	.924	.466	18	7	.616	func/s064.bmp
238.754	.829	.598	19	7	.832	func/s059.bmp
241.811	.802	.456	17	7	1.160	func/s056.bmp
244.951	.943	.571	19	4	.740	func/s052.bmp
248.225	.912	.556	5	4	.974	func/f061.bmp
251.449	.931	.544	15	7	.576	func/u055.bmp
254.689	.958	.546	17	n/a	0	func/s060.bmp
257.963	.998	.547	17	4	1.692	func/s055.bmp
261.154	.996	.427	18	4	.936	func/s055.bmp
264.428	.827	.509	13	4	1.394	func/u062.bmp
267.585	.966	.559	14	4	.761	func/u062.bmp
270.843	.911	.535	5	7	1.445	func/f051.bmp
273.982	.811	.452	6	7	1.003	func/f051.bmp
276.989	.928	.422	19	n/a	0	func/s056.bmp
279.662	20.000	20.000	999	20000	20.000	func/i999.bmp
300.140	.988	.436	5	7	1.183	func/f052.bmp
303.381	.955	.474	6	7	.756	func/f052.bmp
306.638	.980	.532	7	4	.890	func/f061.bmp
309.979	.849	.590	13	4	.891	func/u060.bmp
313.069	.999	.471	19	4	.998	func/s060.bmp
316.426	.919	.589	13	4	1.237	func/u054.bmp
319.600	.891	.500	13	4	1.367	func/u057.bmp
322.674	.837	.410	5	4	1.101	func/f064.bmp
325.814	.810	.529	6	4	1.004	func/f064.bmp
328.804	.867	.405	13	4	.926	func/u056.bmp
331.978	.931	.551	14	4	.702	func/u056.bmp
335.268	.939	.586	5	4	1.112	func/f058.bmp
338.576	.950	.597	15	4	.961	func/u060.bmp
341.833	.919	.547	17	7	1.055	func/s063.bmp
344.940	.972	.424	15	4	1.213	func/u054.bmp
348.264	.987	.578	5	7	1.149	func/f057.bmp
351.421	.970	.416	6	7	.895	func/f057.bmp
354.678	.822	.534	15	4	1.602	func/u057.bmp
357.250	20.000	20.000	999	20000	20.000	func/i999.bmp
377.762	.933	.470	13	4	1.114	func/u050.bmp
381.053	.884	.593	5	4	1.345	func/f063.bmp
384.260	.894	.566	6	4	1.345	func/f063.bmp
387.401	.891	.478	5	4	1.080	func/f059.bmp
390.524	.994	.457	7	4	.965	func/f058.bmp
393.865	.832	.577	5	7	.724	func/f053.bmp
396.856	.938	.401	19	7	1.245	func/s063.bmp
399.594	.012	0	999	0	0	func/Circle.bmp
