onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.985	.575	13	7	1.251	func/u019.bmp
7.274	.839	.528	13	4	.932	func/u020.bmp
10.464	.963	.476	14	4	1.002	func/u020.bmp
13.638	.897	.441	13	7	1.112	func/u032.bmp
16.728	.827	.418	14	7	.779	func/u032.bmp
19.818	.890	.487	13	7	1.064	func/u018.bmp
22.893	.884	.418	14	7	.579	func/u018.bmp
26.099	.828	.567	5	4	1.042	func/f030.bmp
29.222	.817	.522	17	4	1.003	func/s018.bmp
32.279	.998	.472	18	4	.773	func/s018.bmp
35.453	.813	.405	15	7	.930	func/u019.bmp
38.008	20.000	20.000	999	20000	20.000	func/i999.bmp
58.470	.957	.430	17	7	1.072	func/s030.bmp
61.761	.903	.558	18	7	.640	func/s030.bmp
65.002	.883	.553	13	4	1.063	func/u023.bmp
68.175	.943	.524	5	4	1.126	func/f023.bmp
71.332	.982	.443	17	7	1.076	func/s031.bmp
74.640	.844	.555	18	7	1.202	func/s031.bmp
77.746	.929	.500	7	7	1.115	func/f030.bmp
80.920	.890	.472	13	7	1.035	func/u017.bmp
84.077	.960	.487	17	4	1.035	func/s019.bmp
87.334	.852	.527	13	7	.887	func/u025.bmp
90.541	.918	.589	15	4	.953	func/u023.bmp
93.698	.906	.469	17	7	.982	func/s032.bmp
96.839	.815	.455	18	7	.716	func/s032.bmp
99.845	.926	.431	7	7	1.067	func/f023.bmp
102.952	.962	.404	17	4	1.099	func/s020.bmp
106.126	.883	.435	18	4	.972	func/s020.bmp
109.316	.938	.545	13	4	.943	func/u030.bmp
112.574	.908	.538	15	7	.708	func/u017.bmp
115.229	20.000	20.000	999	20000	20.000	func/i999.bmp
135.725	.855	.463	13	7	.852	func/u031.bmp
138.815	.930	.461	19	4	.879	func/s019.bmp
141.989	.862	.479	17	7	.829	func/s025.bmp
145.046	.869	.427	18	7	.790	func/s025.bmp
148.119	.894	.448	15	7	.807	func/u025.bmp
151.192	.877	.403	5	4	1.149	func/f027.bmp
154.416	.831	.577	5	4	1.091	func/f032.bmp
157.590	.950	.577	6	4	.881	func/f032.bmp
160.797	.863	.492	13	7	.831	func/u026.bmp
163.854	.937	.428	14	7	.752	func/u026.bmp
167.161	.974	.596	15	4	.809	func/u030.bmp
170.335	.805	.428	5	7	.911	func/f031.bmp
173.458	.891	.536	15	7	.818	func/u031.bmp
176.699	.842	.582	13	7	1.391	func/u022.bmp
179.806	.822	.496	5	4	.930	func/f026.bmp
182.813	.999	.402	7	4	1.170	func/f027.bmp
186.036	.936	.457	5	4	1.001	func/f018.bmp
189.244	.827	.517	5	4	1.069	func/f017.bmp
191.816	20.000	20.000	999	20000	20.000	func/i999.bmp
212.345	.989	.497	17	7	.796	func/s029.bmp
215.702	.993	.589	18	7	.668	func/s029.bmp
219.043	.888	.576	7	4	1.137	func/f031.bmp
222.116	.981	.411	5	4	.890	func/f029.bmp
225.440	.874	.573	6	4	.849	func/f029.bmp
228.664	.894	.574	15	7	.768	func/u022.bmp
231.871	.812	.548	5	7	.954	func/f020.bmp
235.095	.922	.582	6	7	.659	func/f020.bmp
238.219	.896	.431	7	4	1.013	func/f026.bmp
241.309	.859	.424	13	4	1.011	func/u029.bmp
244.382	.992	.445	7	4	.932	func/f018.bmp
247.573	.948	.421	17	4	1.079	func/s024.bmp
250.696	.800	.412	18	4	.982	func/s024.bmp
253.820	.840	.566	7	4	1.051	func/f017.bmp
256.928	.951	.501	5	4	1.068	func/f022.bmp
260.035	.851	.401	6	4	.884	func/f022.bmp
263.108	.986	.468	5	4	1.300	func/f021.bmp
266.314	.856	.467	17	4	1.321	func/s027.bmp
269.521	.967	.580	5	7	.638	func/f028.bmp
272.662	.859	.405	6	7	.785	func/f028.bmp
275.702	.826	.407	15	7	1.080	func/u029.bmp
278.274	20.000	20.000	999	20000	20.000	func/i999.bmp
298.736	.943	.427	17	4	1.098	func/s017.bmp
302.027	.928	.584	18	7	.825	func/s017.bmp
305.200	.983	.480	17	4	1.048	func/s026.bmp
308.474	.887	.526	18	4	1.103	func/s026.bmp
311.598	.861	.464	13	4	.927	func/u027.bmp
314.756	.961	.535	7	4	.909	func/f021.bmp
317.995	.884	.507	13	7	1.138	func/u021.bmp
321.236	.989	.597	19	4	1.048	func/s027.bmp
324.510	.965	.514	13	4	1.225	func/u024.bmp
327.717	.942	.477	14	4	1.139	func/u024.bmp
331.024	.989	.594	17	4	1.039	func/s023.bmp
334.231	.888	.445	17	4	1.001	func/s028.bmp
337.473	.984	.585	18	4	.761	func/s028.bmp
340.762	.838	.537	13	7	.663	func/u028.bmp
343.919	.805	.538	15	4	.765	func/u027.bmp
347.093	.809	.595	5	7	1.029	func/f019.bmp
350.250	.858	.574	6	7	.907	func/f019.bmp
353.290	1.000	.405	15	7	.988	func/u021.bmp
356.030	20.000	20.000	999	20000	20.000	func/i999.bmp
376.625	.813	.566	17	7	1.011	func/s021.bmp
379.715	.853	.502	18	7	.796	func/s021.bmp
382.856	.978	.525	17	4	.860	func/s022.bmp
386.013	.935	.415	19	4	1.049	func/s023.bmp
389.136	.852	.433	5	7	1.206	func/f025.bmp
392.193	.988	.444	6	7	.697	func/f025.bmp
395.550	.971	.595	5	7	1.020	func/f024.bmp
398.724	.819	.422	15	7	1.198	func/u028.bmp
401.313	.012	0	999	0	0	func/Circle.bmp
