onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.843	.472	13	7	1.132	func/u146.bmp
7.057	.847	.438	13	4	.967	func/u133.bmp
10.214	.910	.439	5	7	.869	func/f139.bmp
13.338	.976	.437	6	7	.571	func/f139.bmp
16.595	.914	.512	17	7	.952	func/s138.bmp
19.735	.864	.461	13	4	.632	func/u140.bmp
22.842	.923	.470	17	7	.817	func/s133.bmp
25.966	.980	.433	18	7	.773	func/s133.bmp
29.291	.962	.585	15	7	.917	func/u146.bmp
31.996	20.000	20.000	999	20000	20.000	func/i999.bmp
52.608	.871	.572	13	7	1.057	func/u135.bmp
55.648	.879	.400	14	7	.544	func/u135.bmp
58.789	.891	.494	15	7	.971	func/u133.bmp
61.962	.985	.507	17	7	.837	func/s141.bmp
65.219	.863	.513	18	7	.806	func/s141.bmp
68.360	.945	.515	5	4	.717	func/f135.bmp
71.651	.880	.584	6	4	.742	func/f135.bmp
74.807	.909	.510	19	7	.599	func/s138.bmp
77.898	.985	.410	17	7	.759	func/s140.bmp
81.121	.819	.476	15	4	.760	func/u140.bmp
84.145	.816	.445	5	7	1.123	func/f131.bmp
87.218	.809	.487	6	7	.537	func/f131.bmp
90.225	.999	.431	17	7	.949	func/s131.bmp
93.515	.813	.521	13	7	.888	func/u137.bmp
96.572	.988	.473	13	7	.706	func/u132.bmp
99.829	.954	.493	14	7	.597	func/u132.bmp
102.970	.884	.402	13	4	1.076	func/u134.bmp
106.143	.948	.523	14	4	.835	func/u134.bmp
109.401	.922	.545	19	7	.639	func/s140.bmp
112.641	.986	.543	5	7	.933	func/f141.bmp
115.364	20.000	20.000	999	20000	20.000	func/i999.bmp
135.893	.826	.485	13	7	.829	func/u138.bmp
139.050	.916	.566	14	7	.511	func/u138.bmp
142.307	.842	.575	19	7	.633	func/s131.bmp
145.497	.928	.576	5	4	.939	func/f145.bmp
148.738	.856	.535	6	4	.847	func/f145.bmp
151.778	.869	.414	15	7	.718	func/u137.bmp
154.985	.963	.571	17	7	.740	func/s134.bmp
158.276	.950	.554	18	7	.690	func/s134.bmp
161.499	.886	.504	13	4	1.017	func/u131.bmp
164.656	.908	.515	5	4	1.210	func/f134.bmp
167.830	.965	.495	7	7	.849	func/f141.bmp
171.121	.987	.561	5	4	1.182	func/f143.bmp
174.294	.894	.427	5	4	1.064	func/f138.bmp
177.468	.895	.503	17	7	.892	func/s146.bmp
180.592	.818	.457	13	7	1.038	func/u142.bmp
183.765	.925	.593	14	7	.969	func/u142.bmp
186.906	.866	.445	15	7	.871	func/u131.bmp
189.996	.863	.454	5	4	1.131	func/f132.bmp
193.136	.904	.511	7	4	1.146	func/f134.bmp
195.792	20.000	20.000	999	20000	20.000	func/i999.bmp
216.304	.804	.479	17	4	1.113	func/s139.bmp
219.344	.959	.456	18	4	.595	func/s139.bmp
222.601	.959	.530	7	4	1.014	func/f143.bmp
225.909	.862	.580	17	7	.869	func/s143.bmp
228.999	.910	.465	7	4	.798	func/f138.bmp
232.089	.962	.402	13	7	.860	func/u145.bmp
235.413	.996	.549	14	4	1.141	func/u145.bmp
238.704	.847	.531	19	7	.862	func/s146.bmp
241.777	.993	.462	13	4	.929	func/u143.bmp
245.084	.977	.548	5	4	.801	func/f136.bmp
248.409	.968	.569	6	4	.888	func/f136.bmp
251.667	.955	.535	7	4	.884	func/f132.bmp
254.990	.827	.587	17	7	.829	func/s136.bmp
258.030	.836	.446	18	7	.556	func/s136.bmp
261.053	.942	.404	17	4	.952	func/s142.bmp
264.277	.952	.509	18	4	.840	func/s142.bmp
267.417	.915	.431	19	7	.766	func/s143.bmp
270.608	.932	.514	17	7	.642	func/s137.bmp
273.280	20.000	20.000	999	20000	20.000	func/i999.bmp
293.742	.868	.427	17	7	.731	func/s135.bmp
296.949	.895	.573	18	7	.613	func/s135.bmp
300.190	.903	.584	15	4	.816	func/u143.bmp
303.297	.926	.419	5	4	.819	func/f140.bmp
306.470	.835	.469	6	4	.721	func/f140.bmp
309.511	.897	.446	5	7	.954	func/f142.bmp
312.584	.967	.405	17	7	.681	func/s132.bmp
315.841	.874	.530	18	7	.559	func/s132.bmp
318.915	.959	.422	13	7	.957	func/u141.bmp
322.072	.805	.423	14	7	.584	func/u141.bmp
325.245	.814	.600	19	7	.668	func/s137.bmp
328.336	.972	.514	5	4	.608	func/f133.bmp
331.559	.930	.479	6	4	.515	func/f133.bmp
334.850	.850	.585	5	7	.869	func/f144.bmp
337.890	.808	.421	5	7	.979	func/f146.bmp
340.897	.996	.423	7	4	.663	func/f142.bmp
344.254	.864	.593	5	4	1.043	func/f137.bmp
347.361	.967	.470	17	7	.857	func/s144.bmp
350.602	.919	.508	17	7	1.445	func/s145.bmp
353.859	.864	.570	18	4	1.132	func/s145.bmp
356.465	20.000	20.000	999	20000	20.000	func/i999.bmp
377.027	.956	.519	13	n/a	0	func/u139.bmp
380.168	.897	.418	7	n/a	0	func/f144.bmp
383.342	.929	.518	13	n/a	0	func/u136.bmp
386.615	.857	.582	7	n/a	0	func/f146.bmp
389.688	.980	.450	13	n/a	0	func/u144.bmp
392.913	.975	.484	14	n/a	0	func/u144.bmp
396.053	.907	.401	7	n/a	0	func/f137.bmp
398.758	.012	0	999	0	0	func/Circle.bmp
