onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.897	.449	5	4	1.011	func/f129.bmp
7.141	.804	.480	5	4	1.021	func/f115.bmp
10.398	.848	.574	13	7	.840	func/u115.bmp
13.605	.917	.585	13	7	.919	func/u118.bmp
16.829	.986	.546	14	7	.780	func/u118.bmp
20.170	.940	.591	17	7	.798	func/s125.bmp
23.360	.867	.469	17	4	.902	func/s129.bmp
26.450	.820	.458	7	4	.892	func/f129.bmp
29.524	.913	.484	17	4	.973	func/s116.bmp
32.731	.950	.522	18	4	.797	func/s116.bmp
35.938	.820	.497	7	4	1.056	func/f115.bmp
38.493	20.000	20.000	999	20000	20.000	func/i999.bmp
59.039	.962	.503	13	7	.776	func/u130.bmp
62.279	.946	.505	14	7	.819	func/u130.bmp
65.436	.911	.444	15	7	1.038	func/u115.bmp
68.627	.829	.516	13	4	.991	func/u116.bmp
71.767	.980	.540	14	4	.839	func/u116.bmp
74.958	.829	.443	5	7	.868	func/f122.bmp
78.099	.964	.551	6	7	.699	func/f122.bmp
81.255	.810	.433	19	7	.767	func/s125.bmp
84.262	.958	.421	17	4	.703	func/s123.bmp
87.569	.805	.577	18	7	1.043	func/s123.bmp
90.609	.931	.459	19	4	.733	func/s129.bmp
93.866	.878	.565	13	7	.945	func/u119.bmp
97.040	.851	.526	14	7	.737	func/u119.bmp
100.180	.907	.518	5	7	.862	func/f118.bmp
103.387	.913	.519	17	7	1.109	func/s120.bmp
106.511	.904	.444	18	7	.695	func/s120.bmp
109.634	.978	.436	13	4	1.037	func/u126.bmp
112.808	.871	.430	17	4	1.086	func/s122.bmp
115.431	20.000	20.000	999	20000	20.000	func/i999.bmp
135.909	.804	.440	17	7	1.118	func/s126.bmp
139.016	.995	.527	18	7	.901	func/s126.bmp
142.240	.890	.454	5	4	1.155	func/f120.bmp
145.414	.869	.516	7	7	.947	func/f118.bmp
148.571	.835	.523	13	7	.849	func/u125.bmp
151.577	.908	.416	5	4	.994	func/f125.bmp
154.802	.965	.551	6	4	.802	func/f125.bmp
158.025	.987	.492	15	4	1.079	func/u126.bmp
161.349	.882	.559	17	7	.926	func/s124.bmp
164.523	.802	.533	18	7	.637	func/s124.bmp
167.596	.833	.514	19	7	.833	func/s122.bmp
170.686	.966	.492	13	4	.924	func/u123.bmp
173.827	.990	.402	14	4	.801	func/u123.bmp
177.117	.929	.528	5	4	.944	func/f114.bmp
180.374	.976	.558	7	7	.737	func/f120.bmp
183.715	.883	.591	13	4	.952	func/u121.bmp
186.939	.814	.572	14	4	.826	func/u121.bmp
189.962	.899	.450	15	4	1.009	func/u125.bmp
192.601	20.000	20.000	999	20000	20.000	func/i999.bmp
213.130	.885	.487	17	7	1.032	func/s130.bmp
216.321	.930	.544	18	7	.859	func/s130.bmp
219.494	.821	.471	13	4	1.033	func/u128.bmp
222.602	.849	.518	14	4	.859	func/u128.bmp
225.658	.986	.440	5	7	.727	func/f130.bmp
228.965	.870	.553	13	7	.919	func/u114.bmp
232.139	.999	.525	7	4	.838	func/f114.bmp
235.563	.805	.590	13	4	1.132	func/u124.bmp
238.737	.831	.593	14	4	.609	func/u124.bmp
241.927	.981	.590	5	4	1.177	func/f119.bmp
245.235	.888	.559	5	7	.956	func/f126.bmp
248.426	.944	.534	17	7	.985	func/s128.bmp
251.717	.989	.585	7	7	.964	func/f130.bmp
254.940	.862	.458	5	7	.861	func/f116.bmp
258.063	.934	.499	6	7	.873	func/f116.bmp
261.354	.839	.591	15	7	.933	func/u114.bmp
264.394	.862	.420	5	4	1.020	func/f127.bmp
267.601	.868	.575	6	4	1.069	func/f127.bmp
270.725	.967	.488	13	4	.982	func/u129.bmp
273.932	.873	.476	14	4	.782	func/u129.bmp
277.005	.965	.432	7	4	.886	func/f119.bmp
279.711	20.000	20.000	999	20000	20.000	func/i999.bmp
300.190	.898	.435	13	7	1.235	func/u120.bmp
303.447	.855	.586	7	4	.784	func/f126.bmp
306.604	.850	.529	17	4	.987	func/s114.bmp
309.677	.814	.461	18	4	.525	func/s114.bmp
312.851	.959	.588	19	7	.601	func/s128.bmp
316.108	.867	.530	13	4	1.068	func/u122.bmp
319.199	.844	.453	17	4	.782	func/s115.bmp
322.389	.971	.573	18	4	.528	func/s115.bmp
325.646	.888	.512	17	7	.786	func/s119.bmp
328.786	.815	.481	13	4	.879	func/u127.bmp
331.943	.930	.570	14	4	.826	func/u127.bmp
335.217	.839	.570	15	4	.869	func/u120.bmp
338.274	.812	.438	17	7	.821	func/s121.bmp
341.398	.853	.540	18	7	.632	func/s121.bmp
344.488	.946	.474	5	4	.876	func/f124.bmp
347.628	.828	.423	15	4	.808	func/u122.bmp
350.819	.942	.589	5	4	.948	func/f123.bmp
353.508	20.000	20.000	999	20000	20.000	func/i999.bmp
374.037	.878	.488	17	7	1.004	func/s118.bmp
377.093	.808	.409	19	4	1.076	func/s119.bmp
380.167	.937	.493	5	4	.938	func/f128.bmp
383.307	.835	.426	17	7	.596	func/s127.bmp
386.481	.919	.582	5	4	.673	func/f121.bmp
389.588	.863	.423	6	4	.599	func/f121.bmp
392.646	.910	.435	7	7	.799	func/f124.bmp
395.367	.012	0	999	0	0	func/Circle.bmp
