onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.908	.534	5	4	2.158	func/f013.bmp
7.273	.962	.586	6	4	1.233	func/f013.bmp
10.647	.825	.546	13	4	1.183	func/u014.bmp
13.838	.968	.597	14	4	.930	func/u014.bmp
16.978	.904	.415	13	7	1.068	func/u016.bmp
20.219	.859	.558	14	7	1.207	func/u016.bmp
23.443	.804	.585	13	4	1.286	func/u010.bmp
26.550	.879	.526	14	4	1.008	func/u010.bmp
29.606	.866	.416	17	7	1.929	func/s002.bmp
32.697	.884	.461	18	4	1.300	func/s002.bmp
35.319	20.000	20.000	999	20000	20.000	func/i999.bmp
55.898	.974	.543	5	7	2.477	func/f004.bmp
59.173	.925	.534	17	7	1.372	func/s008.bmp
62.313	.985	.439	13	4	1.431	func/u012.bmp
65.587	.862	.533	5	4	1.086	func/f012.bmp
68.677	.869	.461	6	4	1.018	func/f012.bmp
71.750	.804	.446	17	7	1.267	func/s007.bmp
74.774	.873	.445	17	7	1.211	func/s011.bmp
77.881	.983	.466	7	7	1.203	func/f004.bmp
81.105	.998	.468	17	7	1.240	func/s015.bmp
84.445	.833	.583	19	7	1.379	func/s008.bmp
87.469	.940	.434	5	7	1.637	func/f006.bmp
90.676	.813	.488	6	7	1.209	func/f006.bmp
93.833	.994	.570	15	4	1.444	func/u012.bmp
97.190	.997	.594	5	7	1.352	func/f009.bmp
100.448	.869	.491	5	7	1.012	func/f005.bmp
103.655	.821	.571	19	7	1.483	func/s007.bmp
106.695	.933	.437	5	7	1.228	func/f002.bmp
109.869	.818	.481	6	7	1.109	func/f002.bmp
112.942	.925	.487	19	7	1.205	func/s011.bmp
115.615	20.000	20.000	999	20000	20.000	func/i999.bmp
136.144	.980	.498	5	7	.898	func/f014.bmp
139.351	.833	.458	19	n/a	0	func/s015.bmp
142.541	.999	.591	17	4	1.940	func/s004.bmp
145.849	.868	.548	5	4	1.366	func/f001.bmp
148.906	.832	.421	6	4	1.433	func/f001.bmp
151.946	.897	.445	7	7	.767	func/f009.bmp
155.186	.971	.575	13	7	1.604	func/u013.bmp
158.393	.978	.458	7	7	1.137	func/f005.bmp
161.701	.984	.564	5	7	1.248	func/f015.bmp
165.008	.900	.556	13	4	1.239	func/u011.bmp
168.265	.828	.594	14	4	1.269	func/u011.bmp
171.306	.830	.447	7	7	1.116	func/f014.bmp
174.312	.992	.415	5	7	1.806	func/f003.bmp
177.519	.942	.442	6	7	1.361	func/f003.bmp
180.777	.874	.539	19	4	1.363	func/s004.bmp
183.984	.845	.559	17	4	1.131	func/s012.bmp
187.058	.981	.467	17	7	.872	func/s001.bmp
190.365	.880	.559	18	7	1.000	func/s001.bmp
193.422	.858	.414	15	4	1.095	func/u013.bmp
196.027	20.000	20.000	999	20000	20.000	func/i999.bmp
216.623	.873	.554	17	4	1.718	func/s006.bmp
219.830	.863	.558	7	7	1.115	func/f015.bmp
222.937	.984	.479	17	7	1.449	func/s014.bmp
226.178	.873	.487	18	7	.834	func/s014.bmp
229.452	.912	.536	13	4	1.099	func/u002.bmp
232.559	.952	.419	14	4	.915	func/u002.bmp
235.733	.891	.465	13	4	1.023	func/u004.bmp
238.890	.947	.496	14	4	.953	func/u004.bmp
242.164	.824	.560	19	7	1.068	func/s012.bmp
245.187	.922	.425	5	4	1.154	func/f011.bmp
248.478	.941	.593	17	7	1.283	func/s005.bmp
251.668	.857	.482	18	7	1.023	func/s005.bmp
254.825	.813	.524	19	7	1.329	func/s006.bmp
257.849	.921	.450	5	7	1.221	func/f007.bmp
261.072	.903	.528	17	7	.788	func/s016.bmp
264.163	.969	.419	5	4	1.369	func/f010.bmp
267.403	.892	.516	6	4	1.183	func/f010.bmp
270.627	.950	.562	17	7	1.326	func/s009.bmp
273.901	.935	.561	18	7	1.010	func/s009.bmp
277.025	.896	.434	7	7	1.431	func/f011.bmp
279.664	20.000	20.000	999	20000	20.000	func/i999.bmp
300.109	.895	.410	17	4	1.541	func/s010.bmp
303.233	.908	.452	18	4	1.010	func/s010.bmp
306.373	.866	.457	13	4	1.137	func/u008.bmp
309.530	.880	.519	7	7	1.127	func/f007.bmp
312.588	.821	.417	17	7	1.208	func/s003.bmp
315.594	.873	.403	18	7	.965	func/s003.bmp
318.784	.967	.543	19	7	1.126	func/s016.bmp
322.008	.913	.495	17	4	1.137	func/s013.bmp
325.165	.957	.477	13	4	1.073	func/u007.bmp
328.423	.826	.534	14	4	.934	func/u007.bmp
331.479	.998	.457	13	4	1.293	func/u015.bmp
334.770	.981	.534	13	4	1.075	func/u009.bmp
338.011	.920	.491	15	4	1.075	func/u008.bmp
341.134	.967	.442	5	7	.754	func/f008.bmp
344.425	.946	.552	6	7	.917	func/f008.bmp
347.632	.870	.489	13	4	1.286	func/u003.bmp
350.839	.990	.552	14	4	1.141	func/u003.bmp
354.146	.937	.542	19	4	1.334	func/s013.bmp
356.836	20.000	20.000	999	20000	20.000	func/i999.bmp
377.298	.816	.420	13	4	1.415	func/u001.bmp
380.455	.837	.577	14	4	1.247	func/u001.bmp
383.646	.825	.572	13	7	1.292	func/u006.bmp
386.786	.995	.540	15	4	1.003	func/u015.bmp
389.993	.976	.447	13	7	1.536	func/u005.bmp
393.300	.906	.558	15	4	1.078	func/u009.bmp
396.508	.957	.526	5	7	1.223	func/f016.bmp
399.264	.012	0	999	0	0	func/Circle.bmp
