onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.940	.599	13	7	1.242	func/u089.bmp
7.190	.980	.481	14	7	.696	func/u089.bmp
10.581	.997	.542	13	7	.758	func/u083.bmp
13.923	.997	.585	14	7	.633	func/u083.bmp
17.246	.940	.555	5	7	.844	func/f086.bmp
20.470	.858	.517	6	7	.902	func/f086.bmp
23.594	.950	.501	17	7	.937	func/s085.bmp
26.867	.996	.563	5	7	.793	func/f083.bmp
30.125	.898	.498	6	7	.690	func/f083.bmp
33.231	.946	.448	13	4	.907	func/u091.bmp
35.921	20.000	20.000	999	20000	20.000	func/i999.bmp
56.366	.923	.404	5	7	1.169	func/f096.bmp
59.574	.980	.502	13	7	.711	func/u097.bmp
62.831	.846	.513	13	7	1.539	func/u085.bmp
65.954	.867	.509	19	7	.638	func/s085.bmp
69.095	.880	.504	13	7	1.008	func/u087.bmp
72.335	.960	.587	14	7	.703	func/u087.bmp
75.627	.838	.568	5	7	1.267	func/f082.bmp
78.816	.891	.583	6	7	.813	func/f082.bmp
81.907	.944	.425	15	4	1.018	func/u091.bmp
85.047	.903	.431	13	7	1.068	func/u094.bmp
88.271	.843	.547	14	n/a	0	func/u094.bmp
91.361	.965	.478	7	7	.652	func/f096.bmp
94.685	.803	.593	13	4	.952	func/u084.bmp
97.809	.852	.539	14	4	1.017	func/u084.bmp
101.016	.960	.593	15	7	1.027	func/u097.bmp
104.156	.873	.415	17	7	2.066	func/s097.bmp
107.230	.894	.428	15	7	.838	func/u085.bmp
110.320	.814	.431	13	7	1.161	func/u096.bmp
113.427	.946	.531	17	7	.930	func/s087.bmp
116.116	20.000	20.000	999	20000	20.000	func/i999.bmp
136.595	.803	.442	5	7	.960	func/f084.bmp
139.652	.871	.482	17	7	.825	func/s095.bmp
142.709	.863	.408	17	7	.915	func/s091.bmp
145.866	.819	.523	19	7	1.012	func/s097.bmp
149.006	.998	.559	13	4	1.345	func/u090.bmp
152.230	.924	.466	15	7	1.031	func/u096.bmp
155.337	.858	.417	17	7	.869	func/s090.bmp
158.511	.987	.547	18	7	.916	func/s090.bmp
161.851	.913	.596	19	7	.905	func/s087.bmp
165.008	.814	.480	17	7	.823	func/s094.bmp
168.182	.924	.589	7	7	1.402	func/f084.bmp
171.289	.913	.407	13	4	1.057	func/u095.bmp
174.546	.937	.569	19	7	.884	func/s095.bmp
177.754	.954	.499	5	7	1.141	func/f087.bmp
180.944	.966	.457	6	7	1.749	func/f087.bmp
184.118	.801	.450	19	7	.959	func/s091.bmp
187.108	.865	.422	5	4	.921	func/f088.bmp
190.332	.886	.589	6	4	.800	func/f088.bmp
193.505	.936	.522	15	4	1.140	func/u090.bmp
196.178	20.000	20.000	999	20000	20.000	func/i999.bmp
216.707	.801	.499	17	7	.611	func/s088.bmp
219.797	.824	.528	5	7	.897	func/f090.bmp
222.921	.949	.528	6	7	.698	func/f090.bmp
226.095	.946	.461	19	7	.828	func/s094.bmp
229.318	.934	.511	13	7	.767	func/u086.bmp
232.425	.809	.405	14	7	.979	func/u086.bmp
235.666	.933	.595	15	4	.929	func/u095.bmp
238.773	.877	.408	17	7	1.028	func/s086.bmp
241.880	.962	.455	13	7	.756	func/u092.bmp
245.120	.869	.516	14	7	.716	func/u092.bmp
248.227	.808	.480	5	7	.907	func/f089.bmp
251.334	.891	.531	6	7	.771	func/f089.bmp
254.424	.859	.420	19	7	.823	func/s088.bmp
257.499	.890	.451	5	7	.614	func/f091.bmp
260.722	.941	.555	6	7	.842	func/f091.bmp
263.929	.903	.491	17	n/a	0	func/s084.bmp
267.203	.827	.594	18	7	.728	func/s084.bmp
270.377	.800	.579	5	7	.794	func/f085.bmp
273.367	.836	.428	19	7	.913	func/s086.bmp
275.939	20.000	20.000	999	20000	20.000	func/i999.bmp
296.535	.862	.559	13	7	1.132	func/u093.bmp
299.659	.911	.486	14	7	1.213	func/u093.bmp
302.816	.890	.483	5	7	.918	func/f092.bmp
306.073	.802	.597	6	7	.488	func/f092.bmp
309.230	.945	.588	17	7	.715	func/s082.bmp
312.537	.935	.586	18	7	.859	func/s082.bmp
315.644	.967	.403	17	7	.941	func/s092.bmp
318.818	.932	.446	17	7	.708	func/s083.bmp
322.025	.934	.506	18	7	.766	func/s083.bmp
325.266	.806	.544	7	4	.940	func/f085.bmp
328.289	.832	.435	17	4	.944	func/s093.bmp
331.479	.894	.596	18	7	1.294	func/s093.bmp
334.687	.844	.545	5	7	.895	func/f093.bmp
337.777	.927	.482	6	7	.741	func/f093.bmp
341.017	.974	.546	13	4	.860	func/u082.bmp
344.258	.837	.499	5	7	.704	func/f095.bmp
347.348	.818	.473	19	7	.852	func/s092.bmp
350.338	.959	.404	17	7	.823	func/s089.bmp
353.595	.957	.532	17	7	.911	func/s096.bmp
356.301	20.000	20.000	999	20000	20.000	func/i999.bmp
376.797	.882	.465	5	4	1.201	func/f094.bmp
379.937	.858	.497	5	7	.795	func/f097.bmp
383.011	.897	.438	6	7	.816	func/f097.bmp
386.101	.985	.419	15	n/a	0	func/u082.bmp
389.442	.835	.593	13	7	1.269	func/u088.bmp
392.549	.951	.517	7	7	.879	func/f095.bmp
395.305	.012	0	999	0	0	func/Circle.bmp
