onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.970	.499	5	7	1.062	func/f061.bmp
7.190	.922	.465	6	7	.735	func/f061.bmp
10.397	.825	.410	5	4	1.123	func/f058.bmp
13.472	.948	.485	6	4	.721	func/f058.bmp
16.711	.827	.529	13	7	.910	func/u049.bmp
19.885	.875	.576	14	7	.846	func/u049.bmp
23.126	.836	.590	17	7	.869	func/s064.bmp
26.266	.897	.543	18	4	1.114	func/s064.bmp
29.423	.828	.499	5	7	.731	func/f053.bmp
32.463	.904	.437	13	7	.952	func/u060.bmp
35.119	20.000	20.000	999	20000	20.000	func/i999.bmp
55.581	.891	.420	5	4	1.102	func/f056.bmp
58.805	.893	.567	6	4	.898	func/f056.bmp
61.979	.812	.513	17	7	1.178	func/s056.bmp
65.019	.985	.464	17	4	1.383	func/s054.bmp
68.310	.932	.549	17	7	.902	func/s049.bmp
71.450	.932	.439	7	7	.853	func/f053.bmp
74.707	.955	.562	17	4	1.491	func/s058.bmp
77.898	.828	.455	18	7	1.069	func/s058.bmp
80.972	.922	.484	15	7	.691	func/u060.bmp
84.178	.973	.504	5	7	1.077	func/f063.bmp
87.419	.928	.492	6	7	1.044	func/f063.bmp
90.676	.980	.562	5	n/a	0	func/f060.bmp
93.883	.854	.465	19	7	1.264	func/s056.bmp
96.957	.911	.445	17	4	1.077	func/s063.bmp
100.147	.803	.502	19	7	1.078	func/s054.bmp
103.304	.984	.594	17	7	.809	func/s051.bmp
106.612	.905	.555	18	7	1.149	func/s051.bmp
109.786	.880	.486	19	n/a	0	func/s049.bmp
113.009	.938	.576	17	7	2.339	func/s061.bmp
115.699	20.000	20.000	999	20000	20.000	func/i999.bmp
136.178	.979	.436	17	7	.958	func/s050.bmp
139.518	.946	.594	18	7	.715	func/s050.bmp
142.776	.902	.541	13	4	1.094	func/u063.bmp
145.883	.925	.446	14	n/a	0	func/u063.bmp
149.173	.883	.586	7	n/a	0	func/f060.bmp
152.247	.850	.433	5	n/a	0	func/f054.bmp
155.454	.873	.597	19	7	.797	func/s063.bmp
158.544	.903	.441	17	7	.649	func/s057.bmp
161.718	.805	.505	5	4	.835	func/f050.bmp
164.758	.831	.463	6	4	.706	func/f050.bmp
167.832	.947	.472	19	7	.741	func/s061.bmp
171.039	.864	.500	17	7	.751	func/s055.bmp
174.196	.930	.519	18	7	.710	func/s055.bmp
177.486	.903	.597	13	7	1.095	func/u059.bmp
180.677	.896	.520	14	7	.581	func/u059.bmp
183.917	.836	.574	5	7	.784	func/f051.bmp
186.924	.834	.409	7	7	.907	func/f054.bmp
190.064	.990	.546	13	7	.888	func/u055.bmp
193.288	.981	.463	14	7	.702	func/u055.bmp
196.529	.966	.490	19	n/a	0	func/s057.bmp
199.235	20.000	20.000	999	20000	20.000	func/i999.bmp
219.764	.834	.485	5	7	.929	func/f064.bmp
222.888	.913	.534	13	4	1.035	func/u051.bmp
226.028	.852	.460	14	7	.781	func/u051.bmp
229.202	.943	.561	13	7	1.514	func/u064.bmp
232.375	.974	.456	13	4	.780	func/u062.bmp
235.750	.852	.576	7	4	1.246	func/f051.bmp
238.857	.820	.492	5	7	.851	func/f052.bmp
241.880	.898	.426	5	7	.972	func/f062.bmp
245.020	.901	.480	6	7	.741	func/f062.bmp
248.094	.934	.408	7	7	.828	func/f064.bmp
251.318	.986	.527	17	n/a	0	func/s060.bmp
254.475	.912	.402	13	7	.824	func/u054.bmp
257.749	.905	.592	14	7	.668	func/u054.bmp
260.872	.984	.440	15	7	.822	func/u064.bmp
264.163	.934	.543	17	7	.767	func/s053.bmp
267.353	.891	.489	18	n/a	0	func/s053.bmp
270.594	.927	.571	15	4	1.053	func/u062.bmp
273.267	20.000	20.000	999	20000	20.000	func/i999.bmp
293.847	.864	.551	5	7	1.141	func/f049.bmp
296.903	.908	.421	6	7	.694	func/f049.bmp
299.993	.890	.402	7	7	.752	func/f052.bmp
303.133	.827	.483	13	7	.835	func/u061.bmp
306.324	.915	.586	14	7	.616	func/u061.bmp
309.464	.887	.465	17	7	.935	func/s052.bmp
312.638	.967	.507	19	7	.554	func/s060.bmp
315.895	.900	.522	5	7	.838	func/f057.bmp
319.069	.928	.510	13	7	.734	func/u057.bmp
322.226	.804	.467	13	4	1.234	func/u058.bmp
325.232	.938	.428	13	4	.828	func/u050.bmp
328.540	.898	.599	14	4	.962	func/u050.bmp
331.713	.943	.505	13	4	.998	func/u052.bmp
334.954	.906	.532	19	7	.816	func/s052.bmp
338.228	.947	.590	13	n/a	0	func/u053.bmp
341.469	.967	.520	14	n/a	0	func/u053.bmp
344.793	.863	.586	7	7	.749	func/f057.bmp
347.966	.947	.543	5	4	.960	func/f055.bmp
351.207	.922	.530	15	7	.919	func/u057.bmp
353.880	20.000	20.000	999	20000	20.000	func/i999.bmp
374.509	.983	.591	13	7	1.341	func/u056.bmp
377.699	.882	.446	15	4	1.000	func/u058.bmp
380.840	.857	.495	17	7	.807	func/s062.bmp
384.030	.842	.562	18	n/a	0	func/s062.bmp
387.053	.893	.407	5	7	.726	func/f059.bmp
390.127	1.000	.402	6	7	.559	func/f059.bmp
393.434	.991	.536	15	4	1.036	func/u052.bmp
396.625	.944	.430	17	7	1.060	func/s059.bmp
399.364	.012	0	999	0	0	func/Circle.bmp
