response_time	button_press	stim_file
1452	3	MEG/f053.bmp
1746	1	MEG/u028.bmp
1284	1	MEG/u143.bmp
1369	3	MEG/f084.bmp
1219	3	MEG/f119.bmp
1531	1	MEG/u087.bmp
2054	1	MEG/f141.bmp
1131	3	MEG/f096.bmp
1335	1	MEG/u096.bmp
2178	2	MEG/u016.bmp
2657	2	MEG/u080.bmp
1564	1	MEG/u032.bmp
1845	2	MEG/u064.bmp
1179	1	MEG/u071.bmp
2555	2	MEG/u041.bmp
1195	1	MEG/f105.bmp
1036	3	MEG/f073.bmp
1043	3	MEG/f001.bmp
3083	2	MEG/u095.bmp
820	3	MEG/f026.bmp
1220	1	MEG/u063.bmp
1164	1	MEG/u115.bmp
1246	2	MEG/u049.bmp
917	3	MEG/f110.bmp
881	3	MEG/f135.bmp
1032	1	MEG/u099.bmp
2440	3	MEG/f019.bmp
1220	2	MEG/u021.bmp
1844	3	MEG/f125.bmp
1129	3	MEG/f027.bmp
2709	2	MEG/u104.bmp
789	3	MEG/f052.bmp
1494	1	MEG/u125.bmp
1387	3	MEG/f107.bmp
2331	1	MEG/u040.bmp
1236	2	MEG/u031.bmp
1172	1	MEG/u085.bmp
1101	2	MEG/u007.bmp
2370	1	MEG/u121.bmp
978	3	MEG/f113.bmp
1132	2	MEG/u009.bmp
791	3	MEG/f104.bmp
985	1	MEG/u112.bmp
875	3	MEG/f040.bmp
969	3	MEG/f054.bmp
2484	1	MEG/u091.bmp
1119	1	MEG/u048.bmp
803	1	MEG/u110.bmp
1684	1	MEG/u098.bmp
784	3	MEG/f120.bmp
1026	3	MEG/f011.bmp
978	3	MEG/f097.bmp
1412	3	MEG/f046.bmp
2036	2	MEG/f103.bmp
2257	3	MEG/f112.bmp
2061	3	MEG/f115.bmp
1457	1	MEG/u039.bmp
1079	2	MEG/u072.bmp
829	3	MEG/f018.bmp
3405	2	MEG/u008.bmp
969	3	MEG/f058.bmp
820	3	MEG/f109.bmp
1068	3	MEG/f106.bmp
1275	3	MEG/f033.bmp
880	3	MEG/f070.bmp
2750	2	MEG/f140.bmp
726	3	MEG/f090.bmp
929	1	MEG/u126.bmp
2845	3	MEG/f118.bmp
769	1	MEG/u117.bmp
1251	3	MEG/f039.bmp
858	1	MEG/u132.bmp
1089	3	MEG/f021.bmp
982	2	MEG/u067.bmp
704	3	MEG/f034.bmp
941	1	MEG/u059.bmp
1592	3	MEG/f099.bmp
1160	3	MEG/f145.bmp
2107	1	MEG/u106.bmp
1389	3	MEG/f095.bmp
1453	2	MEG/u020.bmp
1748	1	MEG/u010.bmp
1525	3	MEG/f116.bmp
992	3	MEG/f051.bmp
1296	3	MEG/f072.bmp
909	3	MEG/f038.bmp
