response_time	button_press	stim_file
2834	2	MEG/f129.bmp
3509	2	MEG/u049.bmp
2972	1	MEG/f011.bmp
971	3	MEG/f057.bmp
1709	1	MEG/u130.bmp
1144	3	MEG/f116.bmp
1635	2	MEG/u056.bmp
3625	2	MEG/f022.bmp
2299	2	MEG/u109.bmp
2622	1	MEG/u070.bmp
1739	1	MEG/u059.bmp
925	3	MEG/f028.bmp
864	3	MEG/f032.bmp
3799	1	MEG/u080.bmp
1194	3	MEG/f114.bmp
2147	2	MEG/u026.bmp
3259	2	MEG/u027.bmp
2781	1	MEG/u121.bmp
2179	2	MEG/f113.bmp
2794	1	MEG/u029.bmp
976	3	MEG/f095.bmp
1458	1	MEG/u141.bmp
3255	1	MEG/u003.bmp
946	3	MEG/f054.bmp
1549	1	MEG/u030.bmp
1422	1	MEG/u035.bmp
2133	1	MEG/u002.bmp
743	3	MEG/f088.bmp
1546	1	MEG/u086.bmp
1852	2	MEG/f138.bmp
2066	1	MEG/u091.bmp
1158	3	MEG/f094.bmp
1416	1	MEG/u062.bmp
1736	3	MEG/f134.bmp
3139	1	MEG/u110.bmp
1034	3	MEG/f141.bmp
3458	1	MEG/u144.bmp
5074	1	MEG/u114.bmp
1248	3	MEG/f038.bmp
2103	1	MEG/u073.bmp
1498	1	MEG/u134.bmp
2894	2	MEG/u104.bmp
2175	2	MEG/u016.bmp
2390	1	MEG/u022.bmp
3301	1	MEG/f058.bmp
2653	1	MEG/f099.bmp
20287	1	MEG/u047.bmp
2180	1	MEG/u051.bmp
4963	1	MEG/u135.bmp
1741	1	MEG/u042.bmp
1583	1	MEG/u007.bmp
1231	1	MEG/u087.bmp
799	3	MEG/f047.bmp
2232	3	MEG/f081.bmp
1486	1	MEG/u075.bmp
1315	3	MEG/f119.bmp
1231	3	MEG/f125.bmp
2429	1	MEG/f127.bmp
1890	2	MEG/f015.bmp
2949	2	MEG/u094.bmp
828	3	MEG/f018.bmp
3548	2	MEG/u097.bmp
1386	1	MEG/f122.bmp
811	3	MEG/f139.bmp
1764	2	MEG/f079.bmp
3677	1	MEG/f149.bmp
717	3	MEG/f108.bmp
1402	2	MEG/u063.bmp
2731	2	MEG/f115.bmp
1162	1	MEG/u150.bmp
1308	1	MEG/u071.bmp
1640	1	MEG/u103.bmp
958	3	MEG/f121.bmp
1529	1	MEG/u138.bmp
1964	3	MEG/f003.bmp
1196	1	MEG/u032.bmp
2557	2	MEG/u065.bmp
1052	3	MEG/f031.bmp
995	3	MEG/u006.bmp
837	3	MEG/f150.bmp
3260	1	MEG/u012.bmp
2078	2	MEG/f098.bmp
1585	2	MEG/u098.bmp
1425	1	MEG/f106.bmp
3307	2	MEG/u001.bmp
1259	3	MEG/f093.bmp
1209	1	MEG/u072.bmp
985	3	MEG/f066.bmp
2059	3	MEG/f006.bmp
3143	2	MEG/f077.bmp
1382	1	MEG/f001.bmp
1623	1	MEG/u018.bmp
1398	1	MEG/u058.bmp
1846	2	MEG/u040.bmp
2628	2	MEG/f128.bmp
1319	1	MEG/u009.bmp
1339	1	MEG/u090.bmp
997	1	MEG/f105.bmp
1695	2	MEG/u031.bmp
2354	1	MEG/u068.bmp
1115	3	MEG/f040.bmp
3103	1	MEG/u069.bmp
1456	3	MEG/f048.bmp
4925	1	MEG/u149.bmp
1609	1	MEG/u013.bmp
1497	2	MEG/u124.bmp
1917	2	MEG/u113.bmp
3062	2	MEG/f148.bmp
2112	2	MEG/u054.bmp
11427	1	MEG/f124.bmp
