onset	duration	onset_sample	stim_type	trigger	stim_file
26.145	0	26.695	Scrambled	17	meg/s107.bmp
29.599	0	30.149	Scrambled	18	meg/s107.bmp
32.998	0	33.548	Famous	5	meg/f150.bmp
36.563	0	37.113	Famous	5	meg/f046.bmp
40.091	0	40.641	Unfamiliar	13	meg/u112.bmp
43.619	0	44.169	Unfamiliar	13	meg/u054.bmp
47.147	0	47.697	Unfamiliar	14	meg/u054.bmp
50.602	0	51.152	Unfamiliar	13	meg/u017.bmp
54.204	0	54.754	Unfamiliar	13	meg/u138.bmp
57.713	0	58.263	Unfamiliar	14	meg/u138.bmp
61.076	0	61.626	Famous	7	meg/f150.bmp
64.788	0	65.338	Unfamiliar	13	meg/u074.bmp
68.261	0	68.811	Famous	7	meg/f046.bmp
71.624	0	72.174	Unfamiliar	13	meg/u096.bmp
75.115	0	75.665	Unfamiliar	15	meg/u112.bmp
78.662	0	79.212	Famous	5	meg/f096.bmp
82.227	0	82.777	Famous	6	meg/f096.bmp
85.736	0	86.286	Unfamiliar	13	meg/u065.bmp
89.265	0	89.815	Unfamiliar	14	meg/u065.bmp
92.664	0	93.214	Unfamiliar	15	meg/u017.bmp
96.064	0	96.614	Unfamiliar	13	meg/u011.bmp
99.647	0	100.197	Unfamiliar	14	meg/u011.bmp
103.138	0	103.688	Unfamiliar	13	meg/u081.bmp
106.538	0	107.088	Unfamiliar	15	meg/u074.bmp
109.864	0	110.414	Unfamiliar	13	meg/u069.bmp
113.263	0	113.813	Unfamiliar	15	meg/u096.bmp
116.552	0	117.102	Unfamiliar	13	meg/u018.bmp
120.099	0	120.649	Scrambled	17	meg/s033.bmp
123.811	0	124.361	Unfamiliar	13	meg/u141.bmp
127.357	0	127.907	Famous	5	meg/f004.bmp
130.977	0	131.527	Famous	6	meg/f004.bmp
134.414	0	134.964	Unfamiliar	15	meg/u081.bmp
137.942	0	138.492	Famous	5	meg/f008.bmp
141.433	0	141.983	Famous	6	meg/f008.bmp
144.906	0	145.456	Unfamiliar	15	meg/u069.bmp
148.489	0	149.039	Scrambled	17	meg/s007.bmp
151.962	0	152.512	Unfamiliar	15	meg/u018.bmp
155.491	0	156.041	Unfamiliar	13	meg/u030.bmp
158.817	0	159.367	Scrambled	19	meg/s033.bmp
162.363	0	162.913	Scrambled	17	meg/s014.bmp
165.965	0	166.515	Scrambled	18	meg/s014.bmp
