onset	duration	onset_sample	stim_type	trigger	stim_file
26.266	0	26.816	Unfamiliar	13	meg/u061.bmp
29.757	0	30.307	Unfamiliar	14	meg/u061.bmp
33.359	0	33.909	Scrambled	17	meg/s073.bmp
36.795	0	37.345	Scrambled	18	meg/s073.bmp
40.36	0	40.91	Famous	5	meg/f090.bmp
43.814	0	44.364	Unfamiliar	13	meg/u103.bmp
47.361	0	47.911	Unfamiliar	14	meg/u103.bmp
50.889	0	51.439	Famous	5	meg/f091.bmp
54.344	0	54.894	Famous	6	meg/f091.bmp
57.78	0	58.33	Scrambled	17	meg/s061.bmp
61.088	0	61.638	Unfamiliar	13	meg/u066.bmp
64.542	0	65.092	Unfamiliar	13	meg/u077.bmp
67.978	0	68.528	Unfamiliar	14	meg/u077.bmp
71.47	0	72.02	Famous	7	meg/f090.bmp
74.961	0	75.511	Scrambled	17	meg/s141.bmp
78.342	0	78.892	Famous	5	meg/f017.bmp
81.889	0	82.439	Unfamiliar	13	meg/u125.bmp
85.343	0	85.893	Unfamiliar	14	meg/u125.bmp
88.798	0	89.348	Scrambled	19	meg/s061.bmp
92.198	0	92.748	Famous	5	meg/f055.bmp
95.616	0	96.166	Unfamiliar	15	meg/u066.bmp
98.997	0	99.547	Famous	5	meg/f093.bmp
102.598	0	103.148	Famous	6	meg/f093.bmp
106.255	0	106.805	Famous	5	meg/f024.bmp
109.71	0	110.26	Scrambled	19	meg/s141.bmp
113.202	0	113.752	Scrambled	17	meg/s145.bmp
116.674	0	117.224	Famous	7	meg/f017.bmp
120.184	0	120.734	Scrambled	17	meg/s018.bmp
123.675	0	124.225	Scrambled	17	meg/s095.bmp
127.314	0	127.864	Scrambled	18	meg/s095.bmp
130.621	0	131.171	Famous	7	meg/f055.bmp
134.094	0	134.644	Famous	5	meg/f040.bmp
137.586	0	138.136	Famous	5	meg/f124.bmp
141.224	0	141.774	Famous	6	meg/f124.bmp
144.881	0	145.431	Famous	7	meg/f024.bmp
148.372	0	148.922	Scrambled	17	meg/s081.bmp
151.845	0	152.395	Scrambled	19	meg/s145.bmp
155.281	0	155.831	Famous	5	meg/f009.bmp
158.718	0	159.268	Famous	6	meg/f009.bmp
162.209	0	162.759	Scrambled	19	meg/s018.bmp
165.756	0	166.306	Unfamiliar	13	meg/u026.bmp
169.357	0	169.907	Unfamiliar	13	meg/u090.bmp
172.72	0	173.27	Unfamiliar	14	meg/u090.bmp
176.175	0	176.725	Famous	7	meg/f040.bmp
179.648	0	180.198	Famous	5	meg/f075.bmp
183.01	0	183.56	Scrambled	17	meg/s122.bmp
186.63	0	187.18	Scrambled	18	meg/s122.bmp
190.195	0	190.745	Scrambled	19	meg/s081.bmp
193.613	0	194.163	Scrambled	17	meg/s020.bmp
197.252	0	197.802	Scrambled	18	meg/s020.bmp
200.743	0	201.293	Scrambled	17	meg/s074.bmp
204.381	0	204.931	Unfamiliar	15	meg/u026.bmp
207.983	0	208.533	Famous	5	meg/f013.bmp
211.309	0	211.859	Famous	5	meg/f056.bmp
