Weight	Nested	Procedure	Trigger	image
1		faces	5	meg/f141.bmp
1		faces	6	meg/f141.bmp
1		faces	5	meg/f014.bmp
1		faces	13	meg/u149.bmp
1		faces	14	meg/u149.bmp
1		faces	17	meg/s094.bmp
1		faces	13	meg/u093.bmp
1		faces	5	meg/f125.bmp
1		faces	5	meg/f109.bmp
1		faces	7	meg/f014.bmp
1		faces	5	meg/f010.bmp
1		faces	17	meg/s042.bmp
1		faces	18	meg/s042.bmp
1		faces	19	meg/s094.bmp
1		faces	17	meg/s036.bmp
1		faces	18	meg/s036.bmp
1		faces	15	meg/u093.bmp
1		faces	5	meg/f043.bmp
1		faces	7	meg/f125.bmp
1		faces	17	meg/s060.bmp
1		faces	18	meg/s060.bmp
1		faces	7	meg/f109.bmp
1		faces	17	meg/s116.bmp
1		faces	18	meg/s116.bmp
1		faces	7	meg/f010.bmp
1		faces	5	meg/f021.bmp
1		faces	17	meg/s113.bmp
1		faces	18	meg/s113.bmp
1		faces	17	meg/s012.bmp
1		faces	7	meg/f043.bmp
1		faces	17	meg/s037.bmp
1		faces	5	meg/f034.bmp
1		faces	6	meg/f034.bmp
1		faces	17	meg/s049.bmp
1		faces	18	meg/s049.bmp
1		faces	7	meg/f021.bmp
1		faces	17	meg/s089.bmp
1		faces	18	meg/s089.bmp
1		faces	5	meg/f060.bmp
1		faces	6	meg/f060.bmp
1		faces	19	meg/s012.bmp
1		faces	5	meg/f129.bmp
1		faces	19	meg/s037.bmp
1		faces	17	meg/s068.bmp
1		faces	18	meg/s068.bmp
1		faces	13	meg/u092.bmp
1		faces	5	meg/f062.bmp
1		faces	5	meg/f128.bmp
1		faces	17	meg/s111.bmp
1		faces	18	meg/s111.bmp
1		faces	7	meg/f129.bmp
1		faces	5	meg/f052.bmp
1		faces	17	meg/s039.bmp
1		faces	15	meg/u092.bmp
1		faces	13	meg/u127.bmp
1		faces	14	meg/u127.bmp
1		faces	7	meg/f062.bmp
1		faces	13	meg/u006.bmp
1		faces	14	meg/u006.bmp
1		faces	7	meg/f128.bmp
1		faces	13	meg/u047.bmp
1		faces	13	meg/u124.bmp
1		faces	7	meg/f052.bmp
1		faces	13	meg/u049.bmp
1		faces	14	meg/u049.bmp
1		faces	19	meg/s039.bmp
1		faces	13	meg/u106.bmp
1		faces	14	meg/u106.bmp
1		faces	13	meg/u121.bmp
1		faces	13	meg/u101.bmp
1		faces	15	meg/u047.bmp
1		faces	13	meg/u084.bmp
1		faces	15	meg/u124.bmp
1		faces	17	meg/s090.bmp
1		faces	18	meg/s090.bmp
1		faces	13	meg/u048.bmp
1		faces	13	meg/u134.bmp
1		faces	14	meg/u134.bmp
1		faces	15	meg/u121.bmp
1		faces	5	meg/f029.bmp
1		faces	6	meg/f029.bmp
1		faces	15	meg/u101.bmp
1		faces	17	meg/s054.bmp
1		faces	18	meg/s054.bmp
1		faces	15	meg/u084.bmp
1		faces	5	meg/f137.bmp
1		faces	6	meg/f137.bmp
1		faces	17	meg/s016.bmp
1		faces	15	meg/u048.bmp
1		faces	17	meg/s069.bmp
1		faces	5	meg/f135.bmp
1		faces	5	meg/f130.bmp
1		faces	6	meg/f130.bmp
1		faces	17	meg/s075.bmp
1		faces	13	meg/u087.bmp
1		faces	14	meg/u087.bmp
1		faces	19	meg/s016.bmp
1		faces	13	meg/u080.bmp
1		faces	14	meg/u080.bmp
1		faces	19	meg/s069.bmp
1		faces	5	meg/f098.bmp
1		faces	7	meg/f135.bmp
1		faces	13	meg/u122.bmp
1		faces	5	meg/f106.bmp
1		faces	6	meg/f106.bmp
1		faces	19	meg/s075.bmp
1		faces	13	meg/u013.bmp
1		faces	13	meg/u102.bmp
1		faces	14	meg/u102.bmp
1		faces	5	meg/f069.bmp
1		faces	7	meg/f098.bmp
1		faces	17	meg/s009.bmp
1		faces	15	meg/u122.bmp
1		faces	13	meg/u010.bmp
1		faces	14	meg/u010.bmp
1		faces	17	meg/s044.bmp
1		faces	15	meg/u013.bmp
1		faces	13	meg/u029.bmp
1		faces	5	meg/f116.bmp
1		faces	7	meg/f069.bmp
1		faces	5	meg/f015.bmp
1		faces	6	meg/f015.bmp
1		faces	19	meg/s009.bmp
1		faces	5	meg/f030.bmp
1		faces	6	meg/f030.bmp
1		faces	5	meg/f112.bmp
1		faces	6	meg/f112.bmp
1		faces	19	meg/s044.bmp
1		faces	13	meg/u043.bmp
1		faces	14	meg/u043.bmp
1		faces	15	meg/u029.bmp
1		faces	17	meg/s084.bmp
1		faces	7	meg/f116.bmp
1		faces	5	meg/f092.bmp
1		faces	17	meg/s053.bmp
1		faces	17	meg/s096.bmp
1		faces	18	meg/s096.bmp
1		faces	17	meg/s121.bmp
1		faces	13	meg/u050.bmp
1		faces	14	meg/u050.bmp
1		faces	19	meg/s084.bmp
1		faces	13	meg/u060.bmp
1		faces	7	meg/f092.bmp
1		faces	17	meg/s139.bmp
1		faces	18	meg/s139.bmp
1		faces	19	meg/s053.bmp
1		faces	13	meg/u083.bmp
1		faces	14	meg/u083.bmp
