onset	duration	onset_sample	stim_type	trigger	stim_file
25.816	0	26.366	Famous	5	meg/f140.bmp
29.345	0	29.895	Famous	6	meg/f140.bmp
32.873	0	33.423	Scrambled	17	meg/s064.bmp
36.346	0	36.896	Scrambled	18	meg/s064.bmp
39.837	0	40.387	Scrambled	17	meg/s092.bmp
43.31	0	43.86	Scrambled	18	meg/s092.bmp
46.783	0	47.333	Unfamiliar	13	meg/u041.bmp
50.256	0	50.806	Unfamiliar	14	meg/u041.bmp
53.821	0	54.371	Unfamiliar	13	meg/u099.bmp
57.423	0	57.973	Unfamiliar	13	meg/u031.bmp
60.914	0	61.464	Famous	5	meg/f071.bmp
64.24	0	64.79	Famous	5	meg/f018.bmp
67.823	0	68.373	Famous	6	meg/f018.bmp
71.462	0	72.012	Unfamiliar	13	meg/u035.bmp
75.082	0	75.632	Unfamiliar	14	meg/u035.bmp
78.628	0	79.178	Unfamiliar	13	meg/u039.bmp
82.248	0	82.798	Unfamiliar	15	meg/u099.bmp
85.868	0	86.418	Scrambled	17	meg/s013.bmp
89.396	0	89.946	Scrambled	18	meg/s013.bmp
93.016	0	93.566	Unfamiliar	15	meg/u031.bmp
96.379	0	96.929	Famous	5	meg/f079.bmp
99.889	0	100.439	Famous	7	meg/f071.bmp
103.417	0	103.967	Unfamiliar	13	meg/u045.bmp
106.853	0	107.403	Scrambled	17	meg/s112.bmp
110.363	0	110.913	Unfamiliar	13	meg/u087.bmp
113.854	0	114.404	Unfamiliar	15	meg/u039.bmp
117.291	0	117.841	Famous	5	meg/f008.bmp
120.856	0	121.406	Famous	6	meg/f008.bmp
124.292	0	124.842	Famous	5	meg/f129.bmp
127.838	0	128.388	Famous	6	meg/f129.bmp
131.219	0	131.769	Famous	7	meg/f079.bmp
134.693	0	135.243	Famous	5	meg/f088.bmp
138.092	0	138.642	Unfamiliar	15	meg/u045.bmp
141.547	0	142.097	Unfamiliar	13	meg/u085.bmp
145.02	0	145.57	Scrambled	19	meg/s112.bmp
148.511	0	149.061	Unfamiliar	13	meg/u027.bmp
152.057	0	152.607	Unfamiliar	15	meg/u087.bmp
155.641	0	156.191	Famous	5	meg/f050.bmp
159.077	0	159.627	Famous	6	meg/f050.bmp
162.513	0	163.063	Unfamiliar	13	meg/u129.bmp
166.115	0	166.665	Scrambled	17	meg/s117.bmp
169.514	0	170.064	Famous	7	meg/f088.bmp
173.006	0	173.556	Famous	5	meg/f021.bmp
176.46	0	177.01	Famous	6	meg/f021.bmp
180.136	0	180.686	Unfamiliar	15	meg/u085.bmp
183.811	0	184.361	Unfamiliar	13	meg/u088.bmp
187.192	0	187.742	Unfamiliar	14	meg/u088.bmp
190.665	0	191.215	Unfamiliar	15	meg/u027.bmp
194.193	0	194.743	Scrambled	17	meg/s037.bmp
197.758	0	198.308	Famous	5	meg/f060.bmp
201.157	0	201.707	Unfamiliar	15	meg/u129.bmp
204.759	0	205.309	Famous	5	meg/f019.bmp
208.195	0	208.745	Famous	6	meg/f019.bmp
