response_time	button_press	stim_file
1066	3	meg/f012.bmp
1513	1	meg/f089.bmp
1324	2	meg/f055.bmp
1120	1	meg/u110.bmp
1011	2	meg/u016.bmp
1172	2	meg/u115.bmp
877	2	meg/u103.bmp
1180	1	meg/f024.bmp
1077	3	meg/f085.bmp
987	2	meg/u010.bmp
1236	2	meg/u006.bmp
1036	1	meg/u015.bmp
1100	2	meg/f054.bmp
1288	2	meg/u113.bmp
1220	2	meg/f092.bmp
980	1	meg/f104.bmp
1446	2	meg/f010.bmp
884	1	meg/u025.bmp
914	1	meg/u073.bmp
1079	3	meg/f003.bmp
1149	1	meg/f062.bmp
832	1	meg/u114.bmp
888	2	meg/u049.bmp
1366	2	meg/f058.bmp
1151	2	meg/f108.bmp
826	1	meg/u007.bmp
683	3	meg/f088.bmp
817	3	meg/f147.bmp
858	1	meg/u048.bmp
1121	1	meg/f138.bmp
1069	2	meg/f066.bmp
963	1	meg/u030.bmp
910	3	meg/f061.bmp
995	1	meg/f068.bmp
828	1	meg/u074.bmp
821	1	meg/u036.bmp
949	1	meg/u139.bmp
952	1	meg/f110.bmp
907	1	meg/f142.bmp
1072	2	meg/u078.bmp
901	3	meg/f133.bmp
1107	2	meg/f041.bmp
1167	3	meg/f065.bmp
937	2	meg/f136.bmp
1029	2	meg/f035.bmp
1093	2	meg/f098.bmp
890	1	meg/u145.bmp
935	1	meg/u063.bmp
1003	2	meg/f046.bmp
972	3	meg/f146.bmp
1462	2	meg/u018.bmp
1228	1	meg/u023.bmp
827	3	meg/f101.bmp
1259	3	meg/f077.bmp
905	1	meg/u137.bmp
1262	2	meg/u144.bmp
1188	1	meg/u056.bmp
957	2	meg/f067.bmp
928	3	meg/f032.bmp
924	2	meg/f109.bmp
1096	1	meg/u068.bmp
933	1	meg/u143.bmp
689	3	meg/f081.bmp
1022	1	meg/f144.bmp
1302	2	meg/f105.bmp
1083	1	meg/u045.bmp
1072	1	meg/u136.bmp
1030	1	meg/f079.bmp
878	2	meg/f051.bmp
900	1	meg/f143.bmp
842	3	meg/f006.bmp
978	2	meg/u126.bmp
1140	1	meg/f005.bmp
902	1	meg/u141.bmp
1059	2	meg/u134.bmp
954	2	meg/u079.bmp
740	1	meg/f038.bmp
968	2	meg/f017.bmp
899	2	meg/u093.bmp
1225	2	meg/u124.bmp
864	1	meg/u046.bmp
1191	2	meg/f135.bmp
1424	2	meg/u082.bmp
