onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.900	.569	13	4	.935	func/u067.bmp
7.090	.944	.409	17	7	.926	func/s071.bmp
10.414	.826	.517	18	7	.803	func/s071.bmp
13.504	.931	.490	13	4	.808	func/u070.bmp
16.645	.892	.447	14	4	.706	func/u070.bmp
19.802	.872	.491	13	4	.839	func/u069.bmp
22.876	.808	.434	14	4	.834	func/u069.bmp
25.898	.808	.419	17	4	.836	func/s081.bmp
28.888	.968	.411	13	4	.735	func/u073.bmp
32.196	.845	.582	15	4	.742	func/u067.bmp
34.785	20.000	20.000	999	20000	20.000	func/i999.bmp
55.414	.833	.593	13	4	.738	func/u072.bmp
58.588	.869	.570	14	4	.590	func/u072.bmp
61.778	.940	.555	5	4	1.031	func/f068.bmp
64.968	.838	.469	6	4	.626	func/f068.bmp
68.142	.956	.554	5	7	.869	func/f075.bmp
71.416	.858	.542	17	4	.762	func/s068.bmp
74.590	.846	.538	19	4	.783	func/s081.bmp
77.780	.939	.556	13	7	.857	func/u075.bmp
81.054	.891	.553	14	7	1.081	func/u075.bmp
84.228	.843	.508	15	4	.943	func/u073.bmp
87.435	.826	.599	5	7	.780	func/f071.bmp
90.526	.864	.501	6	7	.672	func/f071.bmp
93.649	.844	.490	17	4	.955	func/s077.bmp
96.772	.996	.501	17	4	.801	func/s065.bmp
100.063	.849	.529	7	7	.598	func/f075.bmp
103.270	.820	.585	17	4	1.116	func/s074.bmp
106.444	.923	.583	18	4	.790	func/s074.bmp
109.734	.804	.598	19	4	.867	func/s068.bmp
112.758	.889	.442	5	4	.935	func/f077.bmp
115.397	20.000	20.000	999	20000	20.000	func/i999.bmp
136.026	.824	.594	17	4	1.037	func/s073.bmp
139.117	.837	.501	18	4	.771	func/s073.bmp
142.306	.978	.578	13	4	1.355	func/u078.bmp
145.564	.884	.507	14	4	.862	func/u078.bmp
148.737	.945	.531	19	4	1.103	func/s077.bmp
152.045	.900	.593	17	4	.802	func/s075.bmp
155.118	.939	.407	18	4	.645	func/s075.bmp
158.242	.950	.417	19	4	.798	func/s065.bmp
161.465	.971	.504	5	4	.981	func/f072.bmp
164.639	.878	.427	6	4	.737	func/f072.bmp
167.880	.912	.588	5	7	.910	func/f080.bmp
170.987	.894	.420	7	4	1.014	func/f077.bmp
174.210	.810	.562	5	4	.766	func/f079.bmp
177.384	.920	.590	5	4	.874	func/f081.bmp
180.658	.813	.580	5	4	1.098	func/f066.bmp
183.799	.851	.567	13	4	.699	func/u066.bmp
186.955	.931	.544	14	4	.667	func/u066.bmp
190.096	.835	.448	17	4	.823	func/s069.bmp
193.269	.810	.578	18	4	.795	func/s069.bmp
196.326	.973	.481	7	7	.813	func/f080.bmp
199.049	20.000	20.000	999	20000	20.000	func/i999.bmp
219.494	.916	.407	13	4	.783	func/u079.bmp
222.768	.839	.593	14	4	.689	func/u079.bmp
225.942	.956	.552	7	4	.673	func/f079.bmp
229.182	.916	.504	17	4	.837	func/s078.bmp
232.322	.965	.453	7	4	.726	func/f081.bmp
235.546	.934	.449	17	4	1.591	func/s066.bmp
238.720	.845	.476	18	4	.956	func/s066.bmp
241.743	.959	.415	7	4	.716	func/f066.bmp
244.967	.908	.496	13	4	.736	func/u081.bmp
248.074	.844	.424	13	4	.969	func/u080.bmp
251.264	.975	.573	5	4	.793	func/f065.bmp
254.605	.917	.575	17	4	.842	func/s079.bmp
257.729	.806	.437	19	4	.726	func/s078.bmp
260.719	.814	.406	17	4	.667	func/s072.bmp
263.826	.941	.519	18	4	.597	func/s072.bmp
267.033	.923	.486	5	4	.690	func/f070.bmp
270.140	.957	.414	6	4	.721	func/f070.bmp
273.430	.863	.555	15	4	.714	func/u081.bmp
276.036	20.000	20.000	999	20000	20.000	func/i999.bmp
296.548	.979	.467	13	7	.942	func/u065.bmp
299.855	.994	.562	14	7	.917	func/u065.bmp
303.096	.918	.479	15	4	.730	func/u080.bmp
306.219	.836	.450	5	4	.795	func/f078.bmp
309.327	.958	.517	6	4	.621	func/f078.bmp
312.617	.906	.560	7	4	.797	func/f065.bmp
315.774	.808	.477	13	4	.619	func/u068.bmp
318.814	.820	.459	14	4	.587	func/u068.bmp
321.938	.824	.530	19	4	.933	func/s079.bmp
325.061	.863	.532	5	4	.771	func/f073.bmp
328.285	.978	.588	6	4	.791	func/f073.bmp
331.442	.925	.405	17	4	.642	func/s067.bmp
334.666	.807	.525	18	4	.625	func/s067.bmp
337.689	.995	.446	5	4	.711	func/f067.bmp
341.013	.800	.561	6	4	.728	func/f067.bmp
344.020	.829	.435	13	4	.773	func/u071.bmp
347.077	.965	.450	17	4	1.124	func/s070.bmp
350.234	.803	.418	5	4	.776	func/f074.bmp
353.391	.817	.570	17	4	.673	func/s080.bmp
355.946	20.000	20.000	999	20000	20.000	func/i999.bmp
376.525	.854	.536	5	7	.947	func/f069.bmp
379.632	.988	.478	13	4	.765	func/u074.bmp
382.956	.917	.563	15	4	.718	func/u071.bmp
386.197	.846	.557	13	4	.818	func/u077.bmp
389.387	.875	.583	19	4	.859	func/s070.bmp
392.093	.012	0	999	0	0	func/Circle.bmp
