onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.801	.524	13	4	.762	func/u044.bmp
7.157	.865	.568	17	7	1.200	func/s047.bmp
10.448	.989	.564	18	7	.989	func/s047.bmp
13.672	.968	.455	5	4	.902	func/f037.bmp
16.845	.917	.436	6	4	.821	func/f037.bmp
20.086	.883	.555	13	4	.789	func/u039.bmp
23.293	.812	.562	14	4	.735	func/u039.bmp
26.366	.910	.485	13	4	.804	func/u043.bmp
29.590	.945	.544	14	4	.729	func/u043.bmp
32.280	20.000	20.000	999	20000	20.000	func/i999.bmp
52.808	.887	.467	17	7	1.285	func/s034.bmp
56.049	.872	.574	18	7	.787	func/s034.bmp
59.139	.984	.443	15	4	.785	func/u044.bmp
62.363	.936	.467	5	7	1.212	func/f041.bmp
65.503	.940	.436	6	7	.899	func/f041.bmp
68.694	.835	.484	5	4	.843	func/f036.bmp
71.817	.978	.508	5	7	.906	func/f040.bmp
75.008	.948	.436	5	4	.858	func/f038.bmp
78.298	.953	.550	17	7	1.098	func/s041.bmp
81.572	.840	.560	13	4	.893	func/u033.bmp
84.729	.904	.543	13	4	.833	func/u042.bmp
87.953	.805	.544	14	4	.893	func/u042.bmp
91.110	.810	.581	7	4	.852	func/f036.bmp
94.250	.922	.527	17	7	1.020	func/s039.bmp
97.507	.876	.557	18	7	1.040	func/s039.bmp
100.664	.802	.513	7	7	.857	func/f040.bmp
103.738	.993	.515	13	4	.875	func/u047.bmp
106.996	.970	.501	7	4	.817	func/f038.bmp
110.252	.816	.511	13	4	.815	func/u041.bmp
113.359	.926	.521	19	7	.919	func/s041.bmp
116.032	20.000	20.000	999	20000	20.000	func/i999.bmp
136.661	.957	.596	17	7	1.111	func/s033.bmp
139.801	.836	.405	15	7	1.338	func/u033.bmp
143.008	.946	.584	17	7	1.036	func/s040.bmp
146.165	.971	.441	13	4	.807	func/u046.bmp
149.406	.824	.499	14	4	.719	func/u046.bmp
152.546	.945	.548	5	7	.951	func/f043.bmp
155.720	.804	.462	6	4	.884	func/f043.bmp
158.893	.852	.593	15	4	.886	func/u047.bmp
162.084	.815	.556	13	4	.791	func/u035.bmp
165.107	.834	.439	14	4	.656	func/u035.bmp
168.147	.822	.449	15	4	.852	func/u041.bmp
171.154	.844	.413	17	7	1.194	func/s044.bmp
174.344	.919	.580	18	4	.894	func/s044.bmp
177.434	.877	.403	19	4	.850	func/s033.bmp
180.541	.907	.465	5	7	.923	func/f042.bmp
183.632	.960	.402	6	7	.943	func/f042.bmp
186.855	.846	.492	19	4	.940	func/s040.bmp
189.996	.900	.526	5	4	1.086	func/f046.bmp
193.186	.926	.523	6	4	.686	func/f046.bmp
195.859	20.000	20.000	999	20000	20.000	func/i999.bmp
216.321	.877	.403	5	4	1.123	func/f047.bmp
219.478	.811	.515	17	7	.835	func/s042.bmp
222.534	.849	.472	18	7	.797	func/s042.bmp
225.641	.882	.497	5	4	.902	func/f044.bmp
228.715	.809	.424	5	4	.735	func/f035.bmp
231.755	.971	.464	13	4	.877	func/u036.bmp
235.062	.813	.502	13	4	.861	func/u048.bmp
238.202	.973	.553	14	4	.756	func/u048.bmp
241.376	.814	.432	7	4	.737	func/f047.bmp
244.450	.866	.489	17	4	.995	func/s046.bmp
247.623	.996	.535	17	4	.945	func/s043.bmp
250.931	.985	.551	7	4	.729	func/f044.bmp
254.188	.805	.508	5	7	.882	func/f034.bmp
257.362	.973	.586	6	7	.829	func/f034.bmp
260.585	.833	.476	7	4	.926	func/f035.bmp
263.592	.933	.416	5	7	.794	func/f048.bmp
266.816	.852	.525	15	4	.909	func/u036.bmp
269.873	.965	.440	17	4	1.477	func/s035.bmp
273.097	.996	.501	18	4	.885	func/s035.bmp
275.836	20.000	20.000	999	20000	20.000	func/i999.bmp
296.482	.891	.585	5	7	.958	func/f039.bmp
299.739	.933	.600	6	7	.897	func/f039.bmp
302.879	.879	.441	19	4	1.040	func/s046.bmp
306.003	.891	.484	13	4	.797	func/u037.bmp
309.210	.981	.538	14	4	.887	func/u037.bmp
312.467	.892	.504	19	7	1.118	func/s043.bmp
315.691	.970	.556	17	4	.837	func/s037.bmp
318.898	.946	.459	18	4	.853	func/s037.bmp
322.172	.903	.564	13	4	.966	func/u038.bmp
325.412	.801	.562	14	4	.739	func/u038.bmp
328.402	.961	.425	7	7	.841	func/f048.bmp
331.609	.918	.482	13	4	.615	func/u045.bmp
334.783	1.000	.487	5	7	.896	func/f045.bmp
338.057	.987	.505	5	7	1.145	func/f033.bmp
341.331	.840	.485	17	4	.961	func/s038.bmp
344.421	.920	.478	13	4	.852	func/u034.bmp
347.561	.878	.438	13	4	.789	func/u040.bmp
350.685	.970	.473	14	4	.740	func/u040.bmp
353.859	.960	.421	15	4	.710	func/u045.bmp
356.565	20.000	20.000	999	20000	20.000	func/i999.bmp
377.010	.965	.403	17	4	1.466	func/s048.bmp
380.267	.870	.521	18	4	.838	func/s048.bmp
383.374	.924	.466	7	7	1.132	func/f045.bmp
386.481	.941	.415	17	4	.733	func/s036.bmp
389.739	.961	.551	7	4	.985	func/f033.bmp
392.995	.832	.526	17	7	1.102	func/s045.bmp
396.020	.990	.435	19	4	1.174	func/s038.bmp
398.808	.012	0	999	0	0	func/Circle.bmp
