onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.828	.440	13	4	.910	func/u096.bmp
7.140	.869	.544	14	4	.906	func/u096.bmp
10.448	.972	.583	13	4	.774	func/u094.bmp
13.688	.906	.486	14	4	.755	func/u094.bmp
16.879	.867	.516	13	4	.741	func/u083.bmp
19.952	.830	.438	17	7	1.285	func/s082.bmp
23.092	.976	.548	18	7	.923	func/s082.bmp
26.399	.884	.557	17	7	.919	func/s084.bmp
29.640	.948	.597	18	7	.656	func/s084.bmp
32.847	.905	.463	5	4	.959	func/f097.bmp
35.503	20.000	20.000	999	20000	20.000	func/i999.bmp
56.132	.974	.590	17	7	.934	func/s088.bmp
59.406	.837	.533	17	7	1.114	func/s086.bmp
62.496	.894	.478	18	7	.720	func/s086.bmp
65.737	.990	.572	15	4	.689	func/u083.bmp
69.045	.863	.533	5	4	1.011	func/f090.bmp
72.268	.864	.594	5	4	1.037	func/f091.bmp
75.342	.987	.451	5	7	.894	func/f093.bmp
78.532	.943	.425	7	7	1.271	func/f097.bmp
81.806	.966	.557	17	4	1.140	func/s089.bmp
85.096	.980	.564	18	4	1.077	func/s089.bmp
88.337	.931	.497	19	4	.990	func/s088.bmp
91.477	.922	.449	5	7	.973	func/f083.bmp
94.667	.908	.483	17	4	.887	func/s096.bmp
97.758	.925	.404	7	4	.865	func/f090.bmp
100.981	.873	.527	5	4	1.047	func/f082.bmp
104.122	.910	.499	6	4	.751	func/f082.bmp
107.212	.850	.410	7	4	.985	func/f091.bmp
110.386	.853	.567	5	4	.719	func/f094.bmp
113.509	.841	.506	6	4	.811	func/f094.bmp
116.566	.963	.444	7	7	.823	func/f093.bmp
119.272	20.000	20.000	999	20000	20.000	func/i999.bmp
139.834	.986	.530	5	4	.792	func/f088.bmp
143.125	.918	.543	6	4	.748	func/f088.bmp
146.349	.818	.539	5	7	.645	func/f089.bmp
149.439	1.000	.506	6	7	.948	func/f089.bmp
152.663	.920	.466	7	7	1.113	func/f083.bmp
155.870	.932	.518	5	7	.968	func/f086.bmp
159.061	.912	.501	19	4	.812	func/s096.bmp
162.367	.836	.599	13	4	.931	func/u090.bmp
165.407	.809	.439	13	4	1.132	func/u088.bmp
168.481	.817	.486	14	7	.866	func/u088.bmp
171.504	.826	.450	13	4	.834	func/u082.bmp
174.511	.943	.409	13	7	.821	func/u097.bmp
177.802	.994	.584	17	4	.794	func/s083.bmp
181.042	.845	.472	18	4	.858	func/s083.bmp
184.116	.937	.466	7	4	.801	func/f086.bmp
187.373	.847	.537	13	4	.775	func/u092.bmp
190.396	.974	.413	14	4	.752	func/u092.bmp
193.737	.800	.588	15	4	.756	func/u090.bmp
196.276	20.000	20.000	999	20000	20.000	func/i999.bmp
216.738	.888	.412	17	4	1.053	func/s090.bmp
219.912	.910	.506	18	4	.622	func/s090.bmp
223.185	.971	.573	17	4	.696	func/s095.bmp
226.342	.831	.405	18	4	.876	func/s095.bmp
229.433	.859	.491	15	4	.796	func/u082.bmp
232.556	.994	.497	17	4	.630	func/s091.bmp
235.947	.884	.575	15	7	.960	func/u097.bmp
239.188	.858	.598	17	4	.686	func/s094.bmp
242.395	.950	.562	5	4	.986	func/f096.bmp
245.518	.857	.401	17	4	.823	func/s097.bmp
248.709	.904	.565	18	4	.625	func/s097.bmp
251.966	.902	.576	5	4	.736	func/f092.bmp
255.039	.963	.405	17	4	.900	func/s092.bmp
258.347	.858	.576	18	4	.734	func/s092.bmp
261.387	.904	.403	19	4	.692	func/s091.bmp
264.611	.870	.545	13	4	.772	func/u091.bmp
267.734	.934	.495	19	4	.765	func/s094.bmp
270.975	.814	.537	17	4	.637	func/s085.bmp
273.998	.964	.444	7	4	.965	func/f096.bmp
276.704	20.000	20.000	999	20000	20.000	func/i999.bmp
297.216	.970	.477	13	4	1.060	func/u085.bmp
300.507	.913	.549	14	4	.753	func/u085.bmp
303.614	.895	.421	13	4	.671	func/u086.bmp
306.687	.958	.413	7	7	.885	func/f092.bmp
309.944	.830	.519	13	4	.833	func/u084.bmp
312.968	.964	.420	14	4	.653	func/u084.bmp
316.108	.976	.407	17	4	.589	func/s087.bmp
319.365	.869	.505	15	4	.640	func/u091.bmp
322.572	.875	.579	5	4	.615	func/f084.bmp
325.746	.923	.522	19	4	.758	func/s085.bmp
328.903	.827	.465	5	4	.712	func/f085.bmp
331.961	.919	.468	6	4	.790	func/f085.bmp
335.184	.989	.546	13	4	.633	func/u095.bmp
338.508	.907	.553	14	4	.655	func/u095.bmp
341.614	.944	.425	15	4	.637	func/u086.bmp
344.855	.827	.529	13	4	.639	func/u089.bmp
347.895	.925	.441	17	4	.581	func/s093.bmp
351.136	.938	.548	19	4	.681	func/s087.bmp
353.825	20.000	20.000	999	20000	20.000	func/i999.bmp
374.304	.839	.437	13	4	.779	func/u093.bmp
377.344	.825	.428	14	4	.782	func/u093.bmp
380.517	.901	.582	7	4	.794	func/f084.bmp
383.741	.831	.558	13	4	.658	func/u087.bmp
386.748	.905	.413	14	4	.656	func/u087.bmp
389.888	.848	.462	5	4	.563	func/f087.bmp
393.078	.973	.571	6	4	.637	func/f087.bmp
396.235	.851	.402	5	4	.780	func/f095.bmp
399.443	.857	.592	15	4	.623	func/u089.bmp
402.082	.012	0	999	0	0	func/Circle.bmp
