onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.910	.416	5	7	1.903	func/f005.bmp
7.124	.996	.450	5	4	1.041	func/f012.bmp
10.564	.830	.577	6	4	1.300	func/f012.bmp
13.620	.908	.432	17	7	1.040	func/s007.bmp
16.894	.885	.557	13	4	1.357	func/u003.bmp
20.051	.878	.504	13	7	.883	func/u011.bmp
23.158	.915	.461	5	4	2.273	func/f011.bmp
26.265	.907	.421	7	4	1.314	func/f005.bmp
29.506	.970	.562	5	4	1.233	func/f016.bmp
32.780	.918	.538	6	4	1.028	func/f016.bmp
35.436	20.000	20.000	999	20000	20.000	func/i999.bmp
56.081	.838	.593	17	4	2.056	func/s005.bmp
59.238	.851	.536	18	4	1.052	func/s005.bmp
62.312	.997	.463	19	4	1.454	func/s007.bmp
65.669	.820	.584	5	7	.978	func/f003.bmp
68.693	.821	.423	15	7	.789	func/u003.bmp
71.850	.957	.556	13	7	1.659	func/u006.bmp
75.140	.861	.557	14	7	.698	func/u006.bmp
78.297	.997	.523	15	7	1.010	func/u011.bmp
81.521	.913	.439	13	7	.786	func/u008.bmp
84.712	.973	.511	7	4	.873	func/f011.bmp
87.969	.844	.516	13	4	1.296	func/u012.bmp
90.992	.888	.405	14	4	.809	func/u012.bmp
94.199	.811	.509	17	4	1.140	func/s001.bmp
97.306	.940	.531	5	4	.937	func/f004.bmp
100.530	.831	.503	6	4	.687	func/f004.bmp
103.637	.811	.509	7	7	1.204	func/f003.bmp
106.744	.849	.526	17	7	.958	func/s006.bmp
109.918	.841	.558	18	7	.787	func/s006.bmp
112.507	20.000	20.000	999	20000	20.000	func/i999.bmp
133.035	.885	.491	17	4	1.430	func/s015.bmp
136.159	.923	.477	18	4	.925	func/s015.bmp
139.283	.864	.431	15	7	.904	func/u008.bmp
142.440	.874	.532	17	7	1.123	func/s004.bmp
145.613	.896	.533	5	7	.936	func/f013.bmp
148.787	.900	.507	19	4	1.279	func/s001.bmp
152.011	.885	.557	13	7	1.114	func/u004.bmp
155.251	.989	.586	14	7	.675	func/u004.bmp
158.509	.995	.475	13	4	.893	func/u016.bmp
161.783	.973	.494	17	7	1.002	func/s012.bmp
165.107	.849	.580	18	7	.664	func/s012.bmp
168.147	.883	.429	5	4	.897	func/f006.bmp
171.371	.833	.581	19	7	1.024	func/s004.bmp
174.494	.969	.523	5	4	.832	func/f007.bmp
177.768	.988	.537	6	4	.786	func/f007.bmp
181.059	.856	.519	7	7	1.004	func/f013.bmp
184.266	.935	.569	17	7	1.012	func/s013.bmp
187.456	.971	.478	5	4	1.003	func/f002.bmp
190.680	.821	.475	15	4	.852	func/u016.bmp
193.687	.982	.416	5	7	.822	func/f015.bmp
196.409	20.000	20.000	999	20000	20.000	func/i999.bmp
216.888	.919	.436	17	7	.781	func/s010.bmp
219.978	.945	.412	18	7	1.183	func/s010.bmp
223.119	.937	.426	7	4	1.508	func/f006.bmp
226.242	.807	.420	17	4	1.446	func/s009.bmp
229.266	.909	.440	18	4	.816	func/s009.bmp
232.490	.978	.453	17	7	.970	func/s002.bmp
235.814	.940	.581	18	7	.455	func/s002.bmp
238.971	.963	.442	19	7	.955	func/s013.bmp
242.111	.839	.407	5	4	1.095	func/f009.bmp
245.268	.808	.544	6	4	.725	func/f009.bmp
248.375	.982	.532	7	4	.865	func/f002.bmp
251.716	.986	.590	13	7	.680	func/u014.bmp
254.939	.807	.475	14	7	.680	func/u014.bmp
258.096	.972	.569	7	7	1.019	func/f015.bmp
261.354	.910	.509	17	7	1.269	func/s014.bmp
264.444	.993	.415	17	4	1.273	func/s016.bmp
267.751	.901	.548	18	4	.961	func/s016.bmp
271.025	.866	.575	13	7	.829	func/u001.bmp
273.631	20.000	20.000	999	20000	20.000	func/i999.bmp
294.126	.997	.459	17	7	1.039	func/s003.bmp
297.467	.833	.582	18	7	.951	func/s003.bmp
300.474	.957	.413	5	4	1.072	func/f008.bmp
303.764	.872	.560	6	4	.732	func/f008.bmp
306.938	.967	.530	13	4	.947	func/u010.bmp
310.145	.827	.473	14	4	.530	func/u010.bmp
313.319	.880	.577	19	4	1.301	func/s014.bmp
316.409	.973	.449	13	7	.807	func/u002.bmp
319.650	.921	.488	5	4	.901	func/f010.bmp
322.756	.873	.401	15	7	.742	func/u001.bmp
326.014	.982	.588	5	7	.881	func/f001.bmp
329.238	.830	.482	6	7	.621	func/f001.bmp
332.395	.946	.553	13	7	.895	func/u005.bmp
335.618	.895	.509	13	7	.867	func/u007.bmp
338.709	.988	.426	17	4	.847	func/s008.bmp
341.932	.967	.463	18	4	.660	func/s008.bmp
345.139	.807	.470	15	7	.779	func/u002.bmp
348.280	.949	.552	13	7	1.075	func/u009.bmp
351.520	.801	.525	14	7	.657	func/u009.bmp
354.510	.963	.431	7	4	.898	func/f010.bmp
357.216	20.000	20.000	999	20000	20.000	func/i999.bmp
377.829	.830	.584	5	4	.878	func/f014.bmp
380.919	.879	.489	17	4	1.121	func/s011.bmp
384.126	.914	.563	15	7	.662	func/u005.bmp
387.250	.896	.441	13	7	.890	func/u015.bmp
390.423	.818	.510	15	7	.648	func/u007.bmp
393.480	1.000	.478	13	4	.826	func/u013.bmp
396.804	.955	.567	14	4	.753	func/u013.bmp
399.560	.012	0	999	0	0	func/Circle.bmp
