onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.969	.492	13	4	.967	func/u071.bmp
7.157	.808	.408	5	4	1.020	func/f081.bmp
10.297	.907	.456	5	4	.923	func/f068.bmp
13.404	.971	.432	6	4	.723	func/f068.bmp
16.678	.837	.525	5	4	.811	func/f066.bmp
19.835	.904	.544	6	4	.587	func/f066.bmp
22.925	.862	.403	17	7	.821	func/s067.bmp
25.982	.971	.419	17	7	.816	func/s069.bmp
29.172	.837	.442	18	7	.705	func/s069.bmp
32.346	.803	.556	15	4	.789	func/u071.bmp
34.902	20.000	20.000	999	20000	20.000	func/i999.bmp
55.497	.857	.507	13	4	.776	func/u069.bmp
58.537	.826	.407	14	4	.735	func/u069.bmp
61.711	.981	.569	7	4	.750	func/f081.bmp
64.918	.901	.465	13	4	.845	func/u072.bmp
68.092	.880	.491	17	4	.825	func/s071.bmp
71.149	.994	.414	13	7	.870	func/u074.bmp
74.439	.855	.529	14	7	.420	func/u074.bmp
77.546	.856	.469	19	4	.954	func/s067.bmp
80.620	.906	.442	5	4	.770	func/f071.bmp
83.760	.840	.467	6	4	.622	func/f071.bmp
86.984	.975	.594	5	4	.826	func/f078.bmp
90.358	.870	.600	17	4	.832	func/s070.bmp
93.465	.903	.459	18	4	.652	func/s070.bmp
96.655	.933	.506	15	4	.937	func/u072.bmp
99.930	.976	.584	5	4	.699	func/f070.bmp
103.120	.895	.447	19	4	.683	func/s071.bmp
106.243	.947	.451	17	4	.917	func/s073.bmp
109.434	.955	.458	17	7	.785	func/s081.bmp
112.708	.854	.550	18	7	.836	func/s081.bmp
115.313	20.000	20.000	999	20000	20.000	func/i999.bmp
135.826	.973	.470	5	7	.820	func/f079.bmp
138.983	.991	.405	6	7	.813	func/f079.bmp
142.223	.940	.481	7	4	.851	func/f078.bmp
145.347	.811	.402	13	7	.940	func/u066.bmp
148.504	.940	.584	14	7	.560	func/u066.bmp
151.811	.986	.591	5	7	.884	func/f065.bmp
155.135	.850	.580	7	4	.919	func/f070.bmp
158.325	.847	.554	17	7	1.039	func/s078.bmp
161.533	.965	.589	18	7	.887	func/s078.bmp
164.857	.851	.588	19	7	.948	func/s073.bmp
168.047	.907	.571	13	4	.875	func/u079.bmp
171.271	.950	.531	13	7	.687	func/u081.bmp
174.394	.840	.402	14	7	.597	func/u081.bmp
177.602	.946	.586	17	4	.836	func/s072.bmp
180.742	.828	.429	18	4	.740	func/s072.bmp
183.815	.931	.469	5	4	.864	func/f080.bmp
187.106	.995	.587	6	4	.682	func/f080.bmp
190.296	.916	.419	7	7	.704	func/f065.bmp
192.952	20.000	20.000	999	20000	20.000	func/i999.bmp
213.398	.894	.405	17	4	.839	func/s065.bmp
216.471	.916	.402	18	4	.747	func/s065.bmp
219.561	.856	.416	5	4	.756	func/f072.bmp
222.635	.995	.448	15	4	.838	func/u079.bmp
226.009	.859	.587	13	7	.816	func/u075.bmp
229.099	.848	.428	5	4	.890	func/f077.bmp
232.156	.987	.424	13	7	.809	func/u067.bmp
235.547	.994	.565	5	4	.717	func/f074.bmp
238.871	.847	.557	13	4	.722	func/u080.bmp
242.044	.986	.564	7	4	.736	func/f072.bmp
245.335	.872	.537	5	4	.717	func/f067.bmp
248.576	.806	.597	6	4	.720	func/f067.bmp
251.599	.903	.441	15	7	1.169	func/u075.bmp
254.756	.870	.471	13	4	.797	func/u078.bmp
257.946	.998	.540	7	4	.996	func/f077.bmp
261.170	.816	.454	13	7	.863	func/u070.bmp
264.311	.982	.557	15	7	.749	func/u067.bmp
267.484	.835	.422	5	4	.849	func/f075.bmp
270.541	.898	.456	6	4	.753	func/f075.bmp
273.765	.918	.556	7	4	.635	func/f074.bmp
276.421	20.000	20.000	999	20000	20.000	func/i999.bmp
297.067	.899	.590	17	7	.775	func/s079.bmp
300.257	.966	.521	18	7	.822	func/s079.bmp
303.397	.824	.404	15	4	.812	func/u080.bmp
306.437	.822	.445	5	4	.752	func/f069.bmp
309.461	.945	.427	17	4	.890	func/s068.bmp
312.669	.963	.501	18	4	.889	func/s068.bmp
315.908	.994	.506	15	4	.931	func/u078.bmp
319.199	.851	.521	5	4	.809	func/f073.bmp
322.239	.938	.430	15	7	.752	func/u070.bmp
325.396	.969	.436	17	4	.738	func/s077.bmp
328.603	.970	.467	17	7	.907	func/s080.bmp
331.760	.974	.406	17	4	1.331	func/s075.bmp
335.084	.822	.578	7	4	.911	func/f069.bmp
338.191	.914	.509	17	4	.761	func/s066.bmp
341.432	.857	.555	18	4	.716	func/s066.bmp
344.639	.942	.579	13	4	.933	func/u073.bmp
347.796	.884	.449	7	4	.691	func/f073.bmp
350.969	.845	.521	13	4	.775	func/u077.bmp
353.993	.827	.409	14	4	.746	func/u077.bmp
357.083	.929	.485	19	4	.674	func/s077.bmp
359.756	20.000	20.000	999	20000	20.000	func/i999.bmp
380.284	.994	.486	17	4	.677	func/s074.bmp
383.475	.836	.425	18	4	.576	func/s074.bmp
386.548	.838	.476	19	4	.840	func/s080.bmp
389.739	.928	.556	13	4	.789	func/u068.bmp
392.996	.830	.556	14	4	.663	func/u068.bmp
396.136	.850	.548	19	4	.786	func/s075.bmp
399.310	.949	.565	13	4	.788	func/u065.bmp
402.534	.883	.503	14	4	.676	func/u065.bmp
405.173	.012	0	999	0	0	func/Circle.bmp
