onset	duration	circle_duration	stim_type	button_pushed	response_time	stim_file
4.000	.968	.523	17	7	1.162	func/s037.bmp
7.223	.826	.492	18	7	1.085	func/s037.bmp
10.514	.825	.598	13	7	2.062	func/u044.bmp
13.538	.811	.412	17	7	1.657	func/s042.bmp
16.594	.997	.472	13	n/a	0	func/u034.bmp
19.768	.973	.405	14	4	1.529	func/u034.bmp
23.009	.971	.454	5	7	1.197	func/f047.bmp
26.266	1.000	.506	5	7	1.218	func/f036.bmp
29.556	.940	.506	17	n/a	0	func/s041.bmp
32.831	.889	.568	15	n/a	0	func/u044.bmp
35.469	20.000	20.000	999	20000	20.000	func/i999.bmp
56.031	.858	.525	17	4	.990	func/s045.bmp
59.205	.950	.546	18	4	.832	func/s045.bmp
62.329	.952	.404	19	7	1.068	func/s042.bmp
65.552	.955	.511	13	7	1.368	func/u046.bmp
68.743	.871	.454	14	7	.839	func/u046.bmp
71.800	.813	.411	13	7	1.072	func/u033.bmp
74.840	.831	.461	7	7	.618	func/f047.bmp
77.846	.994	.408	17	4	1.245	func/s033.bmp
81.037	.894	.430	7	7	1.520	func/f036.bmp
84.294	.935	.600	13	7	1.451	func/u043.bmp
87.451	.902	.453	14	7	.790	func/u043.bmp
90.591	.849	.474	19	7	1.761	func/s041.bmp
93.665	.816	.437	17	7	1.330	func/s040.bmp
96.688	.886	.438	18	7	.758	func/s040.bmp
99.762	.874	.434	5	4	1.197	func/f038.bmp
102.902	.898	.473	13	4	1.465	func/u042.bmp
106.009	.903	.448	14	4	2.429	func/u042.bmp
109.232	.833	.561	15	7	1.617	func/u033.bmp
111.805	20.000	20.000	999	20000	20.000	func/i999.bmp
132.367	.860	.529	17	4	1.273	func/s047.bmp
135.557	.916	.557	18	4	2.175	func/s047.bmp
138.698	.865	.463	19	7	1.886	func/s033.bmp
141.855	.812	.522	17	7	1.490	func/s043.bmp
145.013	.862	.558	13	7	1.142	func/u038.bmp
148.052	.997	.405	5	4	1.727	func/f034.bmp
151.242	.952	.430	6	4	2.091	func/f034.bmp
154.382	.817	.418	7	4	1.332	func/f038.bmp
157.506	.890	.544	17	4	1.997	func/s046.bmp
160.579	.962	.409	17	4	.943	func/s039.bmp
163.770	.870	.453	18	4	.944	func/s039.bmp
166.910	.838	.503	13	7	1.029	func/u037.bmp
170.017	.921	.489	14	7	.498	func/u037.bmp
173.157	.901	.437	19	4	1.127	func/s043.bmp
176.398	.835	.522	5	7	1.975	func/f046.bmp
179.422	.843	.434	6	7	.811	func/f046.bmp
182.429	.852	.401	15	7	.819	func/u038.bmp
185.635	.983	.588	13	7	1.425	func/u045.bmp
188.842	.822	.456	14	7	.711	func/u045.bmp
191.414	20.000	20.000	999	20000	20.000	func/i999.bmp
211.926	.981	.481	13	7	1.183	func/u041.bmp
215.083	.868	.410	19	7	.903	func/s046.bmp
218.140	.886	.422	5	4	1.923	func/f048.bmp
221.314	.953	.519	17	4	1.501	func/s034.bmp
224.538	.996	.501	5	7	1.209	func/f035.bmp
227.895	.956	.589	6	7	1.471	func/f035.bmp
231.286	.886	.596	5	4	1.768	func/f037.bmp
234.526	.847	.596	6	4	1.685	func/f037.bmp
237.733	.905	.598	17	7	1.531	func/s048.bmp
240.890	.861	.480	18	7	.847	func/s048.bmp
243.981	.838	.454	15	7	.846	func/u041.bmp
247.071	.839	.479	13	4	1.548	func/u036.bmp
250.194	.919	.514	7	4	1.132	func/f048.bmp
253.351	.961	.478	13	n/a	0	func/u048.bmp
256.509	.920	.434	19	4	1.142	func/s034.bmp
259.715	.983	.513	13	7	1.132	func/u039.bmp
263.006	.914	.537	5	7	1.451	func/f040.bmp
266.163	.841	.459	5	4	2.136	func/f041.bmp
269.304	.915	.534	6	4	1.177	func/f041.bmp
271.959	20.000	20.000	999	20000	20.000	func/i999.bmp
292.472	.848	.484	17	4	1.269	func/s038.bmp
295.578	.848	.492	18	4	1.085	func/s038.bmp
298.768	.805	.577	15	4	1.038	func/u036.bmp
301.909	1.000	.552	13	7	1.282	func/u040.bmp
305.199	.827	.526	15	4	.919	func/u048.bmp
308.256	.891	.459	5	4	1.759	func/f044.bmp
311.413	.924	.496	15	7	1.107	func/u039.bmp
314.654	.871	.545	5	4	1.461	func/f039.bmp
317.861	.990	.560	6	4	.914	func/f039.bmp
321.218	.965	.597	7	7	1.034	func/f040.bmp
324.408	.822	.456	17	n/a	0	func/s036.bmp
327.482	.989	.472	18	7	.793	func/s036.bmp
330.823	.994	.571	13	n/a	0	func/u047.bmp
334.130	.894	.549	17	4	2.051	func/s035.bmp
337.270	.837	.480	15	7	1.837	func/u040.bmp
340.310	.866	.422	5	4	1.024	func/f043.bmp
343.367	.833	.429	6	4	.683	func/f043.bmp
346.541	.939	.570	7	7	2.358	func/f044.bmp
349.815	.898	.539	5	4	1.281	func/f045.bmp
352.972	.852	.498	5	4	2.467	func/f033.bmp
355.561	20.000	20.000	999	20000	20.000	func/i999.bmp
376.056	.993	.455	13	4	1.657	func/u035.bmp
379.413	.892	.591	14	4	.954	func/u035.bmp
382.487	.915	.403	15	4	1.023	func/u047.bmp
385.711	.821	.536	5	4	1.402	func/f042.bmp
388.751	.938	.439	6	4	.717	func/f042.bmp
392.041	.846	.579	19	n/a	0	func/s035.bmp
395.165	.852	.515	17	7	1.388	func/s044.bmp
398.355	.811	.581	18	7	.723	func/s044.bmp
400.944	.012	0	999	0	0	func/Circle.bmp
