response_time	button_press	stim_file
2234	1	MEG/u041.bmp
879	1	MEG/u101.bmp
933	3	MEG/f104.bmp
1634	2	MEG/f001.bmp
696	3	MEG/f026.bmp
614	3	MEG/f014.bmp
792	1	MEG/u076.bmp
985	3	MEG/f145.bmp
4651	3	MEG/u036.bmp
1155	3	MEG/f059.bmp
813	3	MEG/f039.bmp
1118	1	MEG/u013.bmp
961	1	MEG/u140.bmp
916	1	MEG/u058.bmp
1393	1	MEG/u150.bmp
2697	1	MEG/u106.bmp
819	3	MEG/f062.bmp
947	3	MEG/u008.bmp
990	3	MEG/f041.bmp
792	1	MEG/u139.bmp
826	3	MEG/f029.bmp
2354	2	MEG/u062.bmp
1002	3	MEG/f102.bmp
1179	3	MEG/f086.bmp
997	3	MEG/f056.bmp
1038	1	MEG/u128.bmp
1398	3	MEG/f051.bmp
1390	1	MEG/u097.bmp
1118	3	MEG/f087.bmp
1075	3	MEG/f055.bmp
4576	3	MEG/u035.bmp
1034	1	MEG/u030.bmp
754	3	MEG/f095.bmp
725	3	MEG/f048.bmp
1593	3	MEG/f011.bmp
777	3	MEG/f074.bmp
1164	1	MEG/u133.bmp
710	3	MEG/f150.bmp
1067	1	MEG/u068.bmp
954	1	MEG/u032.bmp
708	3	MEG/f135.bmp
810	3	MEG/f110.bmp
2043	1	MEG/f115.bmp
1248	3	MEG/f127.bmp
1846	1	MEG/u020.bmp
1524	1	MEG/u113.bmp
919	3	MEG/f034.bmp
746	3	MEG/f021.bmp
830	1	MEG/u145.bmp
1479	1	MEG/u033.bmp
1116	1	MEG/u077.bmp
856	3	MEG/f067.bmp
1567	2	MEG/u081.bmp
3408	1	MEG/f120.bmp
820	1	MEG/f093.bmp
828	3	MEG/f044.bmp
812	1	MEG/u147.bmp
1269	1	MEG/u095.bmp
1875	3	MEG/f016.bmp
2023	1	MEG/f111.bmp
685	3	MEG/f032.bmp
828	3	MEG/f065.bmp
2148	2	MEG/f146.bmp
821	1	MEG/u019.bmp
2045	1	MEG/u011.bmp
2641	2	MEG/f015.bmp
2605	1	MEG/f043.bmp
906	3	MEG/f036.bmp
855	1	MEG/u148.bmp
998	3	MEG/f130.bmp
1175	1	MEG/u075.bmp
3305	1	MEG/u052.bmp
1009	3	MEG/f046.bmp
1458	3	MEG/f133.bmp
879	3	MEG/f090.bmp
878	1	MEG/u121.bmp
1004	1	MEG/u049.bmp
764	3	MEG/f003.bmp
920	1	MEG/u138.bmp
772	3	MEG/f004.bmp
750	1	MEG/u002.bmp
1866	1	MEG/u016.bmp
655	3	MEG/f072.bmp
1477	1	MEG/u104.bmp
762	1	MEG/u087.bmp
1677	3	MEG/f089.bmp
706	3	MEG/f060.bmp
1551	1	MEG/u144.bmp
