response_time	button_press	stim_file
1247	1	MEG/f102.bmp
1062	3	MEG/f035.bmp
2148	2	MEG/f085.bmp
1469	3	MEG/f003.bmp
2219	1	MEG/f120.bmp
1089	1	MEG/f093.bmp
1469	3	MEG/f037.bmp
1411	1	MEG/u031.bmp
978	1	MEG/u149.bmp
1084	3	MEG/f026.bmp
1554	3	MEG/f080.bmp
1420	1	MEG/u078.bmp
2403	1	MEG/u142.bmp
1394	1	MEG/f031.bmp
1194	1	MEG/f092.bmp
835	1	MEG/u079.bmp
954	1	MEG/u041.bmp
717	3	MEG/f077.bmp
1954	2	MEG/f079.bmp
883	1	MEG/u026.bmp
754	1	MEG/u028.bmp
613	1	MEG/u049.bmp
958	3	MEG/f048.bmp
929	1	MEG/f015.bmp
605	1	MEG/u084.bmp
847	1	MEG/u011.bmp
1343	3	MEG/f065.bmp
841	1	MEG/u005.bmp
1369	3	MEG/f061.bmp
3354	1	MEG/u122.bmp
800	3	MEG/f094.bmp
2562	1	MEG/u024.bmp
4401	3	MEG/u086.bmp
2128	1	MEG/f023.bmp
617	1	MEG/u147.bmp
1011	3	MEG/f036.bmp
1771	1	MEG/u015.bmp
5995	2	MEG/u093.bmp
882	1	MEG/u083.bmp
1056	3	MEG/f087.bmp
1863	1	MEG/u021.bmp
988	3	MEG/f147.bmp
1957	1	MEG/u047.bmp
6446	3	MEG/f018.bmp
976	3	MEG/f084.bmp
603	3	MEG/f013.bmp
940	1	MEG/f016.bmp
863	1	MEG/u077.bmp
670	1	MEG/u117.bmp
1125	3	MEG/f150.bmp
593	3	MEG/f068.bmp
955	1	MEG/u107.bmp
734	1	MEG/f106.bmp
762	3	MEG/f017.bmp
694	1	MEG/u030.bmp
812	3	MEG/f046.bmp
1101	1	MEG/u085.bmp
625	3	MEG/f116.bmp
1618	2	MEG/u115.bmp
1113	3	MEG/f029.bmp
901	1	MEG/u124.bmp
1379	1	MEG/u042.bmp
804	3	MEG/f006.bmp
757	3	MEG/f057.bmp
840	1	MEG/u010.bmp
768	3	MEG/f008.bmp
3275	1	MEG/f149.bmp
604	1	MEG/f054.bmp
982	1	MEG/u089.bmp
927	1	MEG/u014.bmp
771	1	MEG/u022.bmp
645	1	MEG/u136.bmp
1421	3	MEG/f010.bmp
604	3	MEG/f073.bmp
790	1	MEG/u150.bmp
2456	2	MEG/f114.bmp
932	3	MEG/f074.bmp
1248	3	MEG/f045.bmp
807	3	MEG/f043.bmp
1032	1	MEG/f141.bmp
840	1	MEG/u051.bmp
1526	1	MEG/u008.bmp
1521	1	MEG/u135.bmp
9300	1	MEG/u139.bmp
776	1	MEG/u029.bmp
778	3	MEG/f047.bmp
837	3	MEG/f131.bmp
1604	2	MEG/u111.bmp
692	3	MEG/f135.bmp
746	3	MEG/f078.bmp
1053	1	MEG/u033.bmp
891	1	MEG/f119.bmp
729	3	MEG/f109.bmp
1037	1	MEG/u108.bmp
868	3	MEG/f123.bmp
683	1	MEG/u119.bmp
1082	3	MEG/f066.bmp
928	3	MEG/f050.bmp
748	3	MEG/f107.bmp
1000	1	MEG/f058.bmp
665	3	MEG/u048.bmp
1441	1	MEG/f111.bmp
727	3	MEG/f062.bmp
628	1	MEG/u064.bmp
651	1	MEG/u025.bmp
835	1	MEG/u059.bmp
1467	3	MEG/f129.bmp
881	1	MEG/u050.bmp
647	1	MEG/f148.bmp
895	1	MEG/u035.bmp
653	3	MEG/f070.bmp
1036	3	MEG/f060.bmp
788	1	MEG/u069.bmp
782	1	MEG/u095.bmp
1160	3	MEG/f113.bmp
1595	1	MEG/u100.bmp
1162	1	MEG/u053.bmp
1868	1	MEG/u006.bmp
2377	1	MEG/u144.bmp
944	1	MEG/u043.bmp
1099	3	MEG/f027.bmp
808	3	MEG/f139.bmp
1009	3	MEG/f099.bmp
650	1	MEG/u075.bmp
538	1	MEG/f103.bmp
950	3	MEG/f075.bmp
642	3	MEG/f028.bmp
866	1	MEG/u060.bmp
752	3	MEG/f121.bmp
739	3	MEG/f069.bmp
2199	1	MEG/f098.bmp
718	1	MEG/u040.bmp
867	1	MEG/f127.bmp
690	3	MEG/f108.bmp
992	1	MEG/u090.bmp
793	3	MEG/f056.bmp
1395	1	MEG/u065.bmp
1275	1	MEG/u096.bmp
561	3	MEG/f041.bmp
692	3	MEG/f020.bmp
737	1	MEG/u080.bmp
1589	1	MEG/u062.bmp
845	3	MEG/f100.bmp
1621	1	MEG/f063.bmp
1419	1	MEG/u039.bmp
2091	1	MEG/u129.bmp
966	1	MEG/u120.bmp
1457	3	MEG/f071.bmp
750	3	MEG/f034.bmp
1794	3	MEG/f030.bmp
4610	3	MEG/f053.bmp
1386	3	MEG/f019.bmp
1851	3	MEG/u002.bmp
1201	3	MEG/f011.bmp
946	1	MEG/f101.bmp
645	1	MEG/u114.bmp
1677	1	MEG/f025.bmp
738	1	MEG/u141.bmp
1286	1	MEG/u023.bmp
1875	3	MEG/f146.bmp
719	1	MEG/u034.bmp
876	1	MEG/f126.bmp
1281	3	MEG/f110.bmp
822	1	MEG/u126.bmp
783	1	MEG/u020.bmp
953	3	MEG/f083.bmp
932	3	MEG/f038.bmp
952	3	MEG/f124.bmp
668	1	MEG/u056.bmp
675	1	MEG/u013.bmp
1002	3	MEG/f145.bmp
563	3	MEG/f088.bmp
767	1	MEG/f138.bmp
698	1	MEG/u112.bmp
744	3	MEG/f040.bmp
1044	3	MEG/f042.bmp
2162	1	MEG/f007.bmp
986	1	MEG/u057.bmp
795	3	MEG/f033.bmp
869	1	MEG/f140.bmp
1259	3	MEG/u001.bmp
1289	1	MEG/u016.bmp
1094	1	MEG/u113.bmp
707	3	MEG/f039.bmp
1712	1	MEG/u143.bmp
2100	3	MEG/f086.bmp
830	3	MEG/f032.bmp
1438	1	MEG/u037.bmp
1156	3	MEG/f024.bmp
1230	3	MEG/f072.bmp
990	3	MEG/f049.bmp
751	3	MEG/f067.bmp
627	1	MEG/u017.bmp
428	1	MEG/u052.bmp
653	3	MEG/f004.bmp
949	3	MEG/f115.bmp
6848	1	MEG/u018.bmp
1603	1	MEG/u058.bmp
1058	1	MEG/u073.bmp
689	1	MEG/u054.bmp
823	3	MEG/f022.bmp
2183	1	MEG/u071.bmp
3990	1	MEG/u068.bmp
562	1	MEG/u009.bmp
629	3	MEG/f044.bmp
1062	1	MEG/u091.bmp
789	1	MEG/u123.bmp
743	1	MEG/u125.bmp
874	3	MEG/f052.bmp
36992	3	MEG/u106.bmp
2644	1	MEG/u074.bmp
791	3	MEG/f122.bmp
745	1	MEG/u133.bmp
581	1	MEG/u088.bmp
800	1	MEG/u038.bmp
698	1	MEG/u140.bmp
744	1	MEG/u128.bmp
691	1	MEG/u146.bmp
761	1	MEG/u094.bmp
613	1	MEG/u012.bmp
1342	1	MEG/u036.bmp
761	1	MEG/u130.bmp
884	1	MEG/u003.bmp
1129	1	MEG/f002.bmp
773	1	MEG/f091.bmp
839	1	MEG/f134.bmp
735	1	MEG/u137.bmp
628	1	MEG/u148.bmp
628	1	MEG/f133.bmp
917	3	MEG/f118.bmp
650	3	MEG/f081.bmp
666	3	MEG/f082.bmp
674	3	MEG/f055.bmp
816	1	MEG/f125.bmp
1001	3	MEG/f130.bmp
947	1	MEG/u007.bmp
869	3	MEG/u004.bmp
643	3	MEG/f014.bmp
1140	1	MEG/u044.bmp
487	1	MEG/u134.bmp
637	1	MEG/f137.bmp
733	1	MEG/u132.bmp
722	3	MEG/f097.bmp
1110	1	MEG/f089.bmp
683	3	MEG/f009.bmp
1185	1	MEG/u045.bmp
739	1	MEG/u131.bmp
959	1	MEG/u067.bmp
594	1	MEG/u092.bmp
651	1	MEG/u063.bmp
675	1	MEG/f136.bmp
594	1	MEG/u110.bmp
564	1	MEG/u116.bmp
536	1	MEG/f064.bmp
1244	1	MEG/u019.bmp
819	1	MEG/f144.bmp
676	3	MEG/f021.bmp
874	3	MEG/f142.bmp
1241	1	MEG/u076.bmp
607	3	MEG/f090.bmp
1009	1	MEG/u104.bmp
714	1	MEG/u066.bmp
615	3	MEG/f059.bmp
